Response Time,Age,Gender,Country,Education,Job Title,Int Age
703,35-39,Woman,India,Master’s degree,Software Engineer,35
994,22-24,Prefer to self-describe,United States of America,Some college/university study without earning a bachelor’s degree,Student,22
316,18-21,Man,Nigeria,Bachelor’s degree,Currently not employed,18
1004,30-34,Man,Nigeria,Master’s degree,Data Scientist,30
1556,40-44,Man,India,Master’s degree,Data Scientist,40
447,30-34,Man,United States of America,Bachelor’s degree,Program/Project Manager,30
387,25-29,Man,United States of America,Master’s degree,Data Analyst,25
1230,22-24,Man,India,Master’s degree,Currently not employed,22
447,18-21,Man,Japan,Bachelor’s degree,Program/Project Manager,18
644,35-39,Man,United States of America,Master’s degree,Data Analyst,35
689,22-24,Man,India,Bachelor’s degree,Data Scientist,22
628,30-34,Man,Other,Professional doctorate,Research Scientist,30
439,22-24,Man,China,Master’s degree,Student,22
605,30-34,Woman,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Analyst,30
208,18-21,Man,China,Master’s degree,Business Analyst,18
820,30-34,Man,India,Bachelor’s degree,Software Engineer,30
224,40-44,Man,Turkey,I prefer not to answer,Student,40
319,25-29,Man,Pakistan,Master’s degree,Student,25
1549,50-54,Man,Japan,I prefer not to answer,Other,50
658,25-29,Woman,India,Master’s degree,Data Analyst,25
395,25-29,Man,Austria,Master’s degree,Data Scientist,25
1459,25-29,Man,Nepal,Master’s degree,Software Engineer,25
1374,18-21,Man,Peru,Master’s degree,Student,18
11771,30-34,Man,Viet Nam,Bachelor’s degree,Software Engineer,30
774,45-49,Man,India,Professional doctorate,Data Scientist,45
584,35-39,Man,Turkey,Master’s degree,Other,35
22868,30-34,Man,United States of America,Doctoral degree,Student,30
323,45-49,Man,India,Doctoral degree,Other,45
414,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,18
1927,22-24,Woman,India,Bachelor’s degree,Data Analyst,22
293,35-39,Man,India,Bachelor’s degree,Currently not employed,35
501,22-24,Woman,India,Bachelor’s degree,Student,22
248332,25-29,Woman,Japan,Master’s degree,Other,25
948,35-39,Man,South Korea,Bachelor’s degree,Software Engineer,35
964611,50-54,Woman,United States of America,Doctoral degree,Data Scientist,50
909,18-21,Man,Bangladesh,Some college/university study without earning a bachelor’s degree,Student,18
1259,25-29,Man,Nigeria,Master’s degree,Statistician,25
387,22-24,Man,United States of America,Bachelor’s degree,Student,22
834,35-39,Prefer not to say,United States of America,Master’s degree,Student,35
781,35-39,Man,Ghana,Professional doctorate,Program/Project Manager,35
1721,30-34,Man,United States of America,Bachelor’s degree,Data Scientist,30
534,45-49,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Engineer,45
652,40-44,Man,Tunisia,Master’s degree,Student,40
756,45-49,Man,South Korea,Master’s degree,Currently not employed,45
390,22-24,Man,India,Bachelor’s degree,Currently not employed,22
223,18-21,Woman,India,Bachelor’s degree,Student,18
492,25-29,Man,Uganda,Bachelor’s degree,Currently not employed,25
680,18-21,Woman,India,Bachelor’s degree,Machine Learning Engineer,18
1405,35-39,Man,Brazil,Doctoral degree,Other,35
1073,22-24,Man,Russia,Master’s degree,Machine Learning Engineer,22
926,55-59,Man,Sweden,Doctoral degree,Program/Project Manager,55
426,22-24,Man,India,Bachelor’s degree,Other,22
267,22-24,Man,Indonesia,No formal education past high school,Student,22
198,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Professional doctorate,Research Scientist,30
410,18-21,Man,China,Bachelor’s degree,Student,18
874,25-29,Man,India,Master’s degree,Student,25
539,30-34,Woman,Italy,Master’s degree,Software Engineer,30
439,60-69,Man,United States of America,Bachelor’s degree,Other,60
605,45-49,Man,South Korea,Doctoral degree,Product Manager,45
599,25-29,Man,United States of America,Doctoral degree,Research Scientist,25
274,25-29,Man,"Iran, Islamic Republic of...",Master’s degree,Student,25
444,18-21,Woman,Turkey,Master’s degree,Data Analyst,18
2696,35-39,Man,Other,Doctoral degree,Program/Project Manager,35
1283,25-29,Man,Malaysia,Master’s degree,Data Scientist,25
359,18-21,Woman,India,Bachelor’s degree,Student,18
503,35-39,Woman,United States of America,Master’s degree,Data Scientist,35
27716,18-21,Woman,India,Bachelor’s degree,Student,18
679,22-24,Man,Kenya,Master’s degree,Data Engineer,22
803,25-29,Man,Taiwan,Master’s degree,Software Engineer,25
850,50-54,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,50
553,45-49,Man,Italy,Doctoral degree,Data Scientist,45
373,50-54,Man,South Korea,Master’s degree,Machine Learning Engineer,50
86661,25-29,Man,India,Doctoral degree,Student,25
569,35-39,Man,China,Bachelor’s degree,Data Analyst,35
411,18-21,Man,India,Bachelor’s degree,Software Engineer,18
957,18-21,Man,Kazakhstan,Bachelor’s degree,Student,18
738,35-39,Man,United States of America,Doctoral degree,Software Engineer,35
1008,25-29,Man,Mexico,Master’s degree,Statistician,25
399,18-21,Man,India,Bachelor’s degree,Student,18
537,55-59,Man,United States of America,Doctoral degree,Data Engineer,55
152,18-21,Man,India,Bachelor’s degree,Student,18
667,22-24,Woman,India,Master’s degree,Currently not employed,22
1464,40-44,Man,United States of America,No formal education past high school,Student,40
985,40-44,Man,Japan,Bachelor’s degree,Other,40
726,25-29,Man,Russia,Doctoral degree,Data Scientist,25
627,22-24,Man,India,Master’s degree,Data Analyst,22
738,22-24,Man,India,Bachelor’s degree,Software Engineer,22
1149,60-69,Man,Italy,Bachelor’s degree,Business Analyst,60
536,25-29,Man,Germany,Master’s degree,Data Scientist,25
682,18-21,Man,India,Bachelor’s degree,Currently not employed,18
608,22-24,Man,India,Master’s degree,Program/Project Manager,22
638,22-24,Man,Nigeria,Master’s degree,Research Scientist,22
1156,35-39,Man,Other,Doctoral degree,Research Scientist,35
304,22-24,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,22
155,18-21,Man,India,Master’s degree,Data Scientist,18
233,18-21,Man,India,Bachelor’s degree,Student,18
205,25-29,Man,India,Master’s degree,Student,25
390,35-39,Man,United States of America,Doctoral degree,Other,35
2272,55-59,Man,United States of America,Master’s degree,Currently not employed,55
532,35-39,Man,United States of America,Master’s degree,Software Engineer,35
733,18-21,Man,"Iran, Islamic Republic of...",Some college/university study without earning a bachelor’s degree,Student,18
764,30-34,Man,Tunisia,Master’s degree,Other,30
554,18-21,Man,Portugal,Bachelor’s degree,Student,18
674,22-24,Man,Brazil,Bachelor’s degree,Data Scientist,22
310,22-24,Man,India,Master’s degree,Student,22
358,18-21,Woman,India,Master’s degree,Student,18
613,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Student,35
384,25-29,Woman,India,Bachelor’s degree,Currently not employed,25
410,35-39,Man,Australia,Professional doctorate,Other,35
288,22-24,Man,Germany,Bachelor’s degree,Machine Learning Engineer,22
565,22-24,Woman,"Iran, Islamic Republic of...",Master’s degree,Data Scientist,22
386,30-34,Man,Italy,Doctoral degree,Software Engineer,30
664,30-34,Man,Japan,Some college/university study without earning a bachelor’s degree,Business Analyst,30
1691,35-39,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Software Engineer,35
446,45-49,Man,Russia,Master’s degree,Other,45
414,25-29,Man,I do not wish to disclose my location,Doctoral degree,Research Scientist,25
267,22-24,Man,Pakistan,Bachelor’s degree,Data Analyst,22
714,18-21,Woman,India,Bachelor’s degree,Student,18
3316,30-34,Man,Brazil,Bachelor’s degree,Software Engineer,30
355,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,18
666,40-44,Man,Nigeria,Doctoral degree,Research Scientist,40
1452,18-21,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,18
1035,22-24,Man,India,Bachelor’s degree,Student,22
295,22-24,Man,Italy,Master’s degree,Student,22
140,22-24,Man,India,Bachelor’s degree,Software Engineer,22
237,22-24,Man,Other,Some college/university study without earning a bachelor’s degree,Currently not employed,22
1371,35-39,Man,Other,Bachelor’s degree,Data Analyst,35
1332,25-29,Man,Egypt,Bachelor’s degree,Data Engineer,25
525,30-34,Man,Brazil,Master’s degree,Other,30
654,18-21,Man,India,Bachelor’s degree,Student,18
208,22-24,Man,Ukraine,Bachelor’s degree,Data Analyst,22
496,30-34,Man,Canada,Master’s degree,Data Engineer,30
382,25-29,Man,Malaysia,Master’s degree,Data Scientist,25
809,22-24,Woman,India,Bachelor’s degree,Data Scientist,22
572,22-24,Man,Brazil,Bachelor’s degree,Student,22
991,25-29,Man,Japan,Master’s degree,Machine Learning Engineer,25
385,25-29,Woman,Germany,Master’s degree,Student,25
422,22-24,Man,Egypt,Bachelor’s degree,Data Scientist,22
255,30-34,Man,Indonesia,Bachelor’s degree,Program/Project Manager,30
535,35-39,Man,Kenya,Bachelor’s degree,Data Analyst,35
2926,22-24,Man,India,Master’s degree,Business Analyst,22
1133,50-54,Man,France,Doctoral degree,Currently not employed,50
237,25-29,Man,Other,Bachelor’s degree,Product Manager,25
189,60-69,Man,United States of America,Doctoral degree,Other,60
163,18-21,Man,India,Bachelor’s degree,Student,18
741,25-29,Man,India,Master’s degree,Currently not employed,25
611,22-24,Man,Ghana,Bachelor’s degree,Software Engineer,22
441,22-24,Woman,India,Bachelor’s degree,Currently not employed,22
813,50-54,Man,United States of America,Master’s degree,Data Scientist,50
2252,22-24,Man,Kenya,Bachelor’s degree,Student,22
1846,22-24,Woman,Turkey,Bachelor’s degree,Student,22
3882,25-29,Man,China,Master’s degree,Student,25
768,25-29,Man,Kenya,Some college/university study without earning a bachelor’s degree,Currently not employed,25
17328,30-34,Man,Canada,Master’s degree,Student,30
472,60-69,Man,Russia,Doctoral degree,Data Scientist,60
581,25-29,Man,Russia,Master’s degree,Business Analyst,25
820,40-44,Man,Russia,Master’s degree,Data Engineer,40
762,35-39,Man,Russia,I prefer not to answer,Research Scientist,35
1208,30-34,Man,"Iran, Islamic Republic of...",Doctoral degree,Data Analyst,30
696,25-29,Man,Colombia,Master’s degree,Data Scientist,25
566,25-29,Man,Other,Master’s degree,Business Analyst,25
981,18-21,Man,Pakistan,Bachelor’s degree,Student,18
963,40-44,Man,Tunisia,Some college/university study without earning a bachelor’s degree,Currently not employed,40
598,40-44,Man,Japan,Professional doctorate,Research Scientist,40
1483,45-49,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,45
23841,50-54,Man,Poland,Master’s degree,Business Analyst,50
169,18-21,Man,Indonesia,Bachelor’s degree,Student,18
1771,50-54,Man,Turkey,Bachelor’s degree,Other,50
631,18-21,Man,India,Bachelor’s degree,Data Scientist,18
635,22-24,Man,India,Doctoral degree,Statistician,22
610,22-24,Man,Russia,Master’s degree,Currently not employed,22
1983595,35-39,Woman,Other,Bachelor’s degree,Data Analyst,35
245,22-24,Man,India,Bachelor’s degree,Software Engineer,22
320,22-24,Man,India,Master’s degree,Student,22
298,22-24,Man,Morocco,Master’s degree,Student,22
308,30-34,Woman,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,30
376,18-21,Woman,China,I prefer not to answer,Data Analyst,18
1391,25-29,Woman,Nigeria,Bachelor’s degree,Software Engineer,25
606,25-29,Woman,Nigeria,Bachelor’s degree,Data Scientist,25
539,22-24,Man,India,Bachelor’s degree,Software Engineer,22
652,25-29,Man,Argentina,Bachelor’s degree,Currently not employed,25
199,25-29,Man,South Korea,Bachelor’s degree,Data Analyst,25
1262,55-59,Man,Australia,Bachelor’s degree,Other,55
352,22-24,Man,Morocco,Master’s degree,Student,22
428,30-34,Man,Other,Doctoral degree,Data Analyst,30
630599,22-24,Woman,Taiwan,Bachelor’s degree,Currently not employed,22
741,30-34,Man,India,Master’s degree,Data Scientist,30
424,25-29,Man,Brazil,Bachelor’s degree,Currently not employed,25
776,25-29,Man,Turkey,Bachelor’s degree,Data Scientist,25
738,35-39,Woman,United States of America,Master’s degree,Other,35
355,30-34,Man,Russia,Master’s degree,Data Analyst,30
21603,22-24,Man,United States of America,Bachelor’s degree,Student,22
849,35-39,Man,Switzerland,Master’s degree,Other,35
1134,18-21,Man,Indonesia,Master’s degree,Student,18
319,25-29,Man,India,Master’s degree,Currently not employed,25
438,25-29,Man,South Korea,Bachelor’s degree,Currently not employed,25
547,35-39,Man,China,Master’s degree,Business Analyst,35
1151,30-34,Woman,Pakistan,Doctoral degree,Software Engineer,30
887,25-29,Man,Brazil,Master’s degree,Data Scientist,25
611,30-34,Man,United States of America,Master’s degree,Data Scientist,30
415,55-59,Man,United States of America,Master’s degree,Other,55
354,40-44,Woman,United States of America,Bachelor’s degree,Other,40
395,22-24,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Student,22
845,35-39,Man,India,Bachelor’s degree,Software Engineer,35
1455,22-24,Man,Peru,Bachelor’s degree,Data Analyst,22
440,60-69,Man,Taiwan,Doctoral degree,Research Scientist,60
797,30-34,Man,Colombia,Bachelor’s degree,Data Scientist,30
787,25-29,Man,India,Master’s degree,Research Scientist,25
668,30-34,Man,India,Master’s degree,Data Engineer,30
4407,35-39,Man,Indonesia,Master’s degree,Other,35
735,70+,Man,Italy,Some college/university study without earning a bachelor’s degree,Developer Relations/Advocacy,70
234,18-21,Man,Mexico,Some college/university study without earning a bachelor’s degree,Student,18
2282,22-24,Woman,Bangladesh,Master’s degree,Student,22
439,35-39,Woman,United States of America,Doctoral degree,Research Scientist,35
749,60-69,Man,United States of America,Bachelor’s degree,Program/Project Manager,60
606,25-29,Man,India,Bachelor’s degree,Currently not employed,25
659,35-39,Man,"Iran, Islamic Republic of...",Doctoral degree,Data Scientist,35
397,22-24,Man,United States of America,Bachelor’s degree,Data Analyst,22
625,22-24,Man,Morocco,Master’s degree,Data Scientist,22
1436,22-24,Man,India,Bachelor’s degree,Software Engineer,22
778,30-34,Man,Brazil,Master’s degree,Student,30
489,22-24,Man,Spain,Master’s degree,Data Scientist,22
1204,50-54,Man,Other,Master’s degree,Data Scientist,50
654,40-44,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Business Analyst,40
315,30-34,Man,Taiwan,Bachelor’s degree,Software Engineer,30
860,30-34,Man,Pakistan,Doctoral degree,Machine Learning Engineer,30
8000,45-49,Man,Japan,Bachelor’s degree,Program/Project Manager,45
757,50-54,Man,Egypt,Bachelor’s degree,Data Analyst,50
508,30-34,Woman,Belgium,Master’s degree,Student,30
23282,30-34,Man,Pakistan,Doctoral degree,Machine Learning Engineer,30
345,45-49,Man,Morocco,Master’s degree,Student,45
687,25-29,Man,Other,Bachelor’s degree,Student,25
144,18-21,Man,India,Master’s degree,Student,18
1134,18-21,Man,Viet Nam,Master’s degree,Business Analyst,18
2042,25-29,Man,Russia,Master’s degree,Currently not employed,25
1105,40-44,Prefer not to say,Japan,Doctoral degree,Machine Learning Engineer,40
413,22-24,Man,Viet Nam,Master’s degree,Student,22
539,35-39,Man,United States of America,Doctoral degree,Data Scientist,35
