Response Time,Age,Gender,Country,Education,Job Title,Experience,Investment,Compensation,Int Age
2403,22-24,Man,China,Doctoral degree,Program/Project Manager,1-3 years,,,22
29434,45-49,Man,Other,Master’s degree,Business Analyst,< 1 years,"$1000-$9,999","5,000-7,499",45
489,30-34,Woman,United States of America,Master’s degree,Data Engineer,I have never written code,$0 ($USD),$0-999,30
843,50-54,Man,Russia,No formal education past high school,Currently not employed,1-3 years,,,50
42500,40-44,Man,Mexico,Master’s degree,Business Analyst,20+ years,"$10,000-$99,999","30,000-39,999",40
266,50-54,Man,United Kingdom of Great Britain and Northern Ireland,No formal education past high school,Developer Relations/Advocacy,10-20 years,,,50
1390,30-34,Woman,India,Master’s degree,Research Scientist,3-5 years,$0 ($USD),"7,500-9,999",30
887,25-29,Prefer not to say,Germany,Doctoral degree,Research Scientist,3-5 years,"$1000-$9,999","50,000-59,999",25
662,22-24,Woman,Nigeria,Master’s degree,Student,1-3 years,,,22
559,25-29,Man,India,Bachelor’s degree,Software Engineer,1-3 years,"$1000-$9,999","3,000-3,999",25
774,25-29,Woman,Nigeria,Bachelor’s degree,Student,< 1 years,,,25
603,45-49,Man,India,Master’s degree,Statistician,20+ years,"$10,000-$99,999","25,000-29,999",45
550,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Machine Learning Engineer,10-20 years,"$10,000-$99,999","70,000-79,999",30
3074,30-34,Nonbinary,Kenya,Bachelor’s degree,Machine Learning Engineer,5-10 years,"$1000-$9,999","10,000-14,999",30
161,25-29,Woman,Sri Lanka,Master’s degree,Student,I have never written code,,,25
828,35-39,Woman,Tunisia,Doctoral degree,Data Analyst,3-5 years,$0 ($USD),"7,500-9,999",35
994,60-69,Man,Chile,Master’s degree,Other,20+ years,$0 ($USD),$0-999,60
545,22-24,Man,China,Bachelor’s degree,Data Analyst,1-3 years,"$1000-$9,999","15,000-19,999",22
544,18-21,Woman,Bangladesh,Bachelor’s degree,Machine Learning Engineer,< 1 years,$0 ($USD),$0-999,18
358,60-69,Man,United States of America,Bachelor’s degree,Software Engineer,10-20 years,,,60
364,25-29,Man,India,Master’s degree,Data Scientist,3-5 years,"$1000-$9,999","25,000-29,999",25
771,40-44,Man,Other,Doctoral degree,Student,5-10 years,,,40
345,35-39,Woman,India,Master’s degree,Currently not employed,5-10 years,,,35
231,22-24,Woman,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Scientist,1-3 years,,,22
255,18-21,Man,Indonesia,Some college/university study without earning a bachelor’s degree,Student,1-3 years,,,18
6005,25-29,Woman,India,Master’s degree,Currently not employed,1-3 years,,,25
245,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,18
166328,25-29,Man,India,Master’s degree,Data Engineer,1-3 years,,,25
1072,40-44,Man,Japan,Master’s degree,Other,10-20 years,$0 ($USD),"100,000-124,999",40
1272,35-39,Man,India,Bachelor’s degree,Currently not employed,5-10 years,,,35
434,40-44,Man,Japan,Bachelor’s degree,Data Scientist,< 1 years,$0 ($USD),"1,000-1,999",40
4573,25-29,Man,France,Master’s degree,Data Scientist,1-3 years,,,25
584,30-34,Woman,United Arab Emirates,Master’s degree,Currently not employed,1-3 years,,,30
979,35-39,Man,Nigeria,Master’s degree,Software Engineer,1-3 years,$0 ($USD),$0-999,35
166,22-24,Man,India,Bachelor’s degree,Other,1-3 years,,,22
673,35-39,Man,Sweden,Doctoral degree,Research Scientist,5-10 years,$0 ($USD),"4,000-4,999",35
230,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Currently not employed,< 1 years,,,18
39789,25-29,Woman,United States of America,Master’s degree,Student,< 1 years,,,25
3588,40-44,Man,France,Doctoral degree,Data Scientist,10-20 years,$0 ($USD),"40,000-49,999",40
784,22-24,Man,Uganda,Bachelor’s degree,Currently not employed,< 1 years,,,22
642,25-29,Man,India,Bachelor’s degree,Data Scientist,1-3 years,$1-$99,"10,000-14,999",25
1028,35-39,Man,South Africa,Master’s degree,Data Scientist,5-10 years,"$10,000-$99,999","3,000-3,999",35
1508,45-49,Man,Russia,Master’s degree,Product Manager,3-5 years,$1-$99,$0-999,45
151,35-39,Man,Spain,Doctoral degree,Research Scientist,5-10 years,,,35
867,25-29,Man,Sri Lanka,Master’s degree,Data Scientist,5-10 years,"$1000-$9,999",$0-999,25
451,40-44,Man,Saudi Arabia,Master’s degree,Other,3-5 years,$0 ($USD),"60,000-69,999",40
429,25-29,Woman,Italy,Master’s degree,Data Analyst,1-3 years,$0 ($USD),"1,000-1,999",25
1135,18-21,Man,Nigeria,Bachelor’s degree,Data Scientist,1-3 years,$0 ($USD),$0-999,18
799,70+,Man,United States of America,Master’s degree,Currently not employed,20+ years,,,70
454,50-54,Man,Portugal,Doctoral degree,Research Scientist,10-20 years,$0 ($USD),"25,000-29,999",50
424,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,1-3 years,,,18
1089,30-34,Man,India,Master’s degree,Data Scientist,< 1 years,$100-$999,$0-999,30
749,55-59,Man,Netherlands,Doctoral degree,Data Scientist,20+ years,"$10,000-$99,999","70,000-79,999",55
496,35-39,Man,Brazil,Bachelor’s degree,Data Scientist,5-10 years,"$1000-$9,999","25,000-29,999",35
505,18-21,Woman,India,Bachelor’s degree,Student,< 1 years,,,18
5394,18-21,Man,Ireland,Some college/university study without earning a bachelor’s degree,Currently not employed,3-5 years,,,18
319,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,18
639,25-29,Man,India,Master’s degree,Data Scientist,3-5 years,$100-$999,"20,000-24,999",25
405,22-24,Man,China,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,3-5 years,$100-$999,$0-999,22
808,30-34,Man,India,Bachelor’s degree,Software Engineer,5-10 years,$100-$999,"2,000-2,999",30
1011,30-34,Man,United States of America,Master’s degree,Data Scientist,5-10 years,"$1000-$9,999","150,000-199,999",30
780,30-34,Man,Ghana,Master’s degree,Software Engineer,5-10 years,$100-$999,"5,000-7,499",30
642,40-44,Man,India,Master’s degree,Data Engineer,5-10 years,$1-$99,$0-999,40
623,35-39,Man,India,Doctoral degree,Software Engineer,1-3 years,$1-$99,"3,000-3,999",35
450,25-29,Man,India,Bachelor’s degree,Currently not employed,< 1 years,,,25
951,22-24,Man,Egypt,Master’s degree,Data Scientist,< 1 years,$1-$99,"7,500-9,999",22
244,25-29,Woman,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Student,I have never written code,,,25
365,22-24,Man,Poland,Master’s degree,Business Analyst,< 1 years,$0 ($USD),"1,000-1,999",22
589,55-59,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Currently not employed,1-3 years,,,55
502,35-39,Man,United States of America,Bachelor’s degree,Business Analyst,5-10 years,$0 ($USD),"70,000-79,999",35
1276,18-21,Man,Viet Nam,Bachelor’s degree,Student,1-3 years,,,18
2017,25-29,Woman,Egypt,Bachelor’s degree,Other,< 1 years,,,25
700561,18-21,Woman,Other,Master’s degree,Student,1-3 years,,,18
415,25-29,Man,India,Bachelor’s degree,Other,I have never written code,$1-$99,"4,000-4,999",25
2355,25-29,Man,Canada,Bachelor’s degree,Other,< 1 years,$0 ($USD),"30,000-39,999",25
699,35-39,Man,Kenya,Bachelor’s degree,Currently not employed,< 1 years,,,35
1724,18-21,Man,India,Bachelor’s degree,DBA/Database Engineer,1-3 years,,,18
454,25-29,Man,Mexico,Master’s degree,Data Scientist,3-5 years,"$1000-$9,999","25,000-29,999",25
997,50-54,Man,South Korea,Master’s degree,Program/Project Manager,20+ years,$0 ($USD),"60,000-69,999",50
3411,35-39,Man,Nigeria,Bachelor’s degree,DBA/Database Engineer,5-10 years,"$1000-$9,999","2,000-2,999",35
569,45-49,Man,France,Master’s degree,Currently not employed,5-10 years,,,45
1254,25-29,Woman,India,Bachelor’s degree,Data Analyst,3-5 years,$0 ($USD),"10,000-14,999",25
1507,60-69,Man,India,Master’s degree,Software Engineer,10-20 years,"$1000-$9,999","10,000-14,999",60
569,25-29,Man,Taiwan,Master’s degree,Currently not employed,1-3 years,,,25
1020,60-69,Man,India,Bachelor’s degree,Program/Project Manager,5-10 years,$100-$999,"4,000-4,999",60
945,22-24,Man,Nigeria,Bachelor’s degree,Data Engineer,1-3 years,"$10,000-$99,999",$0-999,22
1028,25-29,Man,Malaysia,Doctoral degree,Data Scientist,1-3 years,$1-$99,$0-999,25
585,22-24,Man,Taiwan,Master’s degree,Student,3-5 years,,,22
1489,25-29,Woman,Thailand,Bachelor’s degree,Other,I have never written code,$1-$99,$0-999,25
392,18-21,Woman,Colombia,Some college/university study without earning a bachelor’s degree,Software Engineer,< 1 years,$1-$99,$0-999,18
3301,35-39,Man,Other,Bachelor’s degree,Student,< 1 years,,,35
257,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,18
973,45-49,Man,Japan,Master’s degree,Other,10-20 years,$1-$99,"60,000-69,999",45
458,25-29,Woman,Spain,Master’s degree,Software Engineer,1-3 years,,,25
353,18-21,Prefer not to say,India,Bachelor’s degree,Student,1-3 years,,,18
987,40-44,Man,Australia,Master’s degree,Data Engineer,10-20 years,$100-$999,"70,000-79,999",40
1208,25-29,Man,Germany,Master’s degree,Student,3-5 years,,,25
482,50-54,Man,Israel,Master’s degree,Product Manager,20+ years,$0 ($USD),"50,000-59,999",50
788,25-29,Man,Brazil,Bachelor’s degree,Data Scientist,3-5 years,$0 ($USD),"1,000-1,999",25
521,35-39,Man,United States of America,Master’s degree,Data Scientist,10-20 years,"$10,000-$99,999","100,000-124,999",35
1114,50-54,Woman,United States of America,Professional doctorate,Data Scientist,1-3 years,"$1000-$9,999","90,000-99,999",50
1133,18-21,Man,Indonesia,Master’s degree,Research Scientist,< 1 years,$1-$99,$0-999,18
856,50-54,Man,Spain,Bachelor’s degree,Data Analyst,1-3 years,"$1000-$9,999","60,000-69,999",50
974,50-54,Man,United States of America,Bachelor’s degree,Product Manager,20+ years,"$100,000 or more ($USD)","150,000-199,999",50
358,18-21,Man,Singapore,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,,18
602,35-39,Man,Greece,Doctoral degree,Data Scientist,10-20 years,$0 ($USD),"15,000-19,999",35
610,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,18
1755,40-44,Man,Ukraine,Master’s degree,Software Engineer,20+ years,$1-$99,$0-999,40
733,22-24,Woman,Brazil,Master’s degree,Data Scientist,1-3 years,$1-$99,"4,000-4,999",22
984,35-39,Woman,India,Doctoral degree,Research Scientist,5-10 years,$1-$99,$0-999,35
1155,25-29,Woman,India,Master’s degree,Data Scientist,1-3 years,,,25
4082,25-29,Man,Colombia,Bachelor’s degree,Data Analyst,1-3 years,"$10,000-$99,999","5,000-7,499",25
918,25-29,Man,Russia,Master’s degree,Data Scientist,1-3 years,"$1000-$9,999","15,000-19,999",25
779,18-21,Woman,United States of America,Master’s degree,Other,5-10 years,$1-$99,$0-999,18
394,40-44,Man,Sweden,Master’s degree,Currently not employed,5-10 years,,,40
670,30-34,Man,South Korea,Bachelor’s degree,Student,< 1 years,,,30
2239,55-59,Woman,Turkey,Doctoral degree,Statistician,5-10 years,$0 ($USD),"7,500-9,999",55
2377,25-29,Man,Tunisia,Bachelor’s degree,Currently not employed,1-3 years,,,25
572,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Engineer,< 1 years,"$1000-$9,999","2,000-2,999",22
913,22-24,Man,India,Bachelor’s degree,Business Analyst,3-5 years,$0 ($USD),"10,000-14,999",22
764,25-29,Man,India,Bachelor’s degree,Data Scientist,< 1 years,$1-$99,$0-999,25
601,45-49,Woman,United States of America,Professional doctorate,Student,3-5 years,,,45
663,30-34,Man,Russia,Bachelor’s degree,Software Engineer,5-10 years,$0 ($USD),"20,000-24,999",30
659,30-34,Man,Pakistan,Bachelor’s degree,Currently not employed,1-3 years,,,30
1497,30-34,Man,Argentina,Bachelor’s degree,Student,< 1 years,,,30
3356,25-29,Man,Russia,Some college/university study without earning a bachelor’s degree,Product Manager,< 1 years,,,25
838,25-29,Woman,Turkey,Bachelor’s degree,Data Scientist,5-10 years,"$1000-$9,999","10,000-14,999",25
270,22-24,Man,India,Bachelor’s degree,Data Scientist,1-3 years,,,22
943,40-44,Prefer not to say,India,Bachelor’s degree,Software Engineer,10-20 years,$0 ($USD),"7,500-9,999",40
1877,35-39,Man,United Arab Emirates,Bachelor’s degree,Data Engineer,< 1 years,,,35
914,25-29,Man,Other,Master’s degree,Data Scientist,1-3 years,$0 ($USD),$0-999,25
1441,45-49,Man,Saudi Arabia,Bachelor’s degree,Other,1-3 years,$100-$999,"40,000-49,999",45
310,18-21,Woman,India,Some college/university study without earning a bachelor’s degree,Student,1-3 years,,,18
1003,35-39,Woman,Egypt,Doctoral degree,Research Scientist,1-3 years,$0 ($USD),"4,000-4,999",35
481,18-21,Man,Nigeria,Bachelor’s degree,Student,1-3 years,,,18
639,40-44,Man,Turkey,Master’s degree,Program/Project Manager,5-10 years,"$10,000-$99,999","100,000-124,999",40
616,30-34,Woman,United States of America,Bachelor’s degree,Data Analyst,< 1 years,$0 ($USD),"25,000-29,999",30
704,30-34,Woman,Italy,Bachelor’s degree,Business Analyst,< 1 years,"$1000-$9,999","1,000-1,999",30
899193,18-21,Man,Other,Some college/university study without earning a bachelor’s degree,Software Engineer,1-3 years,$100-$999,$0-999,18
899,35-39,Man,Mexico,Master’s degree,Statistician,5-10 years,$1-$99,"30,000-39,999",35
572,25-29,Man,India,Master’s degree,Data Scientist,1-3 years,"$1000-$9,999","150,000-199,999",25
330,22-24,Man,India,Bachelor’s degree,Student,1-3 years,,,22
1080,30-34,Man,Indonesia,Master’s degree,Data Analyst,5-10 years,$100-$999,"5,000-7,499",30
8327,22-24,Man,India,Bachelor’s degree,Software Engineer,3-5 years,,"20,000-24,999",22
403,22-24,Man,Spain,Some college/university study without earning a bachelor’s degree,Other,< 1 years,$0 ($USD),$0-999,22
448,22-24,Man,China,Master’s degree,Student,1-3 years,,,22
541,22-24,Man,Sri Lanka,Bachelor’s degree,Data Analyst,1-3 years,"$1000-$9,999","1,000-1,999",22
883,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,18
155,18-21,Man,Brazil,Bachelor’s degree,Data Scientist,3-5 years,,,18
995,18-21,Man,Indonesia,Bachelor’s degree,Machine Learning Engineer,3-5 years,$0 ($USD),$0-999,18
772,30-34,Man,India,Doctoral degree,Research Scientist,< 1 years,$100-$999,"3,000-3,999",30
448,25-29,Man,Indonesia,Doctoral degree,Statistician,1-3 years,$1-$99,$0-999,25
2046,30-34,Man,United States of America,Bachelor’s degree,Program/Project Manager,10-20 years,"$100,000 or more ($USD)","150,000-199,999",30
642,22-24,Man,India,Master’s degree,Software Engineer,< 1 years,"$1000-$9,999","5,000-7,499",22
703,35-39,Woman,India,Master’s degree,Software Engineer,10-20 years,$1-$99,"10,000-14,999",35
994,22-24,Prefer to self-describe,United States of America,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,,22
316,18-21,Man,Nigeria,Bachelor’s degree,Currently not employed,1-3 years,,,18
1004,30-34,Man,Nigeria,Master’s degree,Data Scientist,< 1 years,$0 ($USD),$0-999,30
1556,40-44,Man,India,Master’s degree,Data Scientist,10-20 years,"$1000-$9,999","3,000-3,999",40
447,30-34,Man,United States of America,Bachelor’s degree,Program/Project Manager,1-3 years,$1-$99,"100,000-124,999",30
387,25-29,Man,United States of America,Master’s degree,Data Analyst,< 1 years,"$100,000 or more ($USD)","125,000-149,999",25
1230,22-24,Man,India,Master’s degree,Currently not employed,1-3 years,,,22
447,18-21,Man,Japan,Bachelor’s degree,Program/Project Manager,1-3 years,$0 ($USD),$0-999,18
644,35-39,Man,United States of America,Master’s degree,Data Analyst,10-20 years,"$10,000-$99,999","125,000-149,999",35
689,22-24,Man,India,Bachelor’s degree,Data Scientist,1-3 years,$0 ($USD),"10,000-14,999",22
628,30-34,Man,Other,Professional doctorate,Research Scientist,5-10 years,$0 ($USD),$0-999,30
439,22-24,Man,China,Master’s degree,Student,3-5 years,,,22
605,30-34,Woman,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Analyst,< 1 years,$100-$999,"20,000-24,999",30
208,18-21,Man,China,Master’s degree,Business Analyst,5-10 years,$0 ($USD),$0-999,18
820,30-34,Man,India,Bachelor’s degree,Software Engineer,5-10 years,$100-$999,"15,000-19,999",30
224,40-44,Man,Turkey,I prefer not to answer,Student,1-3 years,,,40
319,25-29,Man,Pakistan,Master’s degree,Student,< 1 years,,,25
1549,50-54,Man,Japan,I prefer not to answer,Other,< 1 years,$100-$999,"70,000-79,999",50
658,25-29,Woman,India,Master’s degree,Data Analyst,< 1 years,$1-$99,"1,000-1,999",25
395,25-29,Man,Austria,Master’s degree,Data Scientist,5-10 years,$100-$999,"90,000-99,999",25
1459,25-29,Man,Nepal,Master’s degree,Software Engineer,1-3 years,$0 ($USD),"1,000-1,999",25
1374,18-21,Man,Peru,Master’s degree,Student,1-3 years,,,18
11771,30-34,Man,Viet Nam,Bachelor’s degree,Software Engineer,5-10 years,,,30
774,45-49,Man,India,Professional doctorate,Data Scientist,10-20 years,"$1000-$9,999","25,000-29,999",45
584,35-39,Man,Turkey,Master’s degree,Other,1-3 years,$1-$99,"25,000-29,999",35
22868,30-34,Man,United States of America,Doctoral degree,Student,5-10 years,,,30
323,45-49,Man,India,Doctoral degree,Other,I have never written code,$0 ($USD),$0-999,45
414,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,3-5 years,,,18
1927,22-24,Woman,India,Bachelor’s degree,Data Analyst,I have never written code,$1-$99,"3,000-3,999",22
293,35-39,Man,India,Bachelor’s degree,Currently not employed,5-10 years,,,35
501,22-24,Woman,India,Bachelor’s degree,Student,< 1 years,,,22
248332,25-29,Woman,Japan,Master’s degree,Other,3-5 years,$0 ($USD),$0-999,25
948,35-39,Man,South Korea,Bachelor’s degree,Software Engineer,10-20 years,$0 ($USD),"50,000-59,999",35
964611,50-54,Woman,United States of America,Doctoral degree,Data Scientist,10-20 years,$100-$999,"70,000-79,999",50
909,18-21,Man,Bangladesh,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,,18
1259,25-29,Man,Nigeria,Master’s degree,Statistician,< 1 years,"$1000-$9,999","5,000-7,499",25
387,22-24,Man,United States of America,Bachelor’s degree,Student,< 1 years,,,22
