Q1,Q2,Q3,Q5
22-24,Man,China,Software Engineer
18-21,Man,India,Student
25-29,Woman,India,Business Analyst
18-21,Woman,India,Student
18-21,Woman,India,Student
40-44,Man,Australia,Data Scientist
25-29,Man,Russia,Research Scientist
25-29,Man,Russia,Data Analyst
25-29,Man,Turkey,Data Scientist
30-34,Man,Japan,Currently not employed
30-34,Prefer not to say,India,Software Engineer
18-21,Man,Other,Student
18-21,Man,Pakistan,Student
18-21,Man,India,Student
22-24,Man,India,Student
18-21,Woman,"Iran, Islamic Republic of...",Student
22-24,Man,India,Data Scientist
25-29,Man,Canada,Student
18-21,Man,Other,Student
55-59,Man,Italy,Program/Project Manager
18-21,Man,India,Machine Learning Engineer
30-34,Man,Ethiopia,Software Engineer
25-29,Woman,Singapore,Currently not employed
25-29,Man,China,Student
30-34,Man,Egypt,Other
25-29,Man,Colombia,Currently not employed
18-21,Woman,India,Student
18-21,Man,India,Data Analyst
60-69,Man,Japan,Software Engineer
18-21,Man,China,Student
25-29,Man,Italy,Student
22-24,Man,Bangladesh,Student
18-21,Man,Japan,Student
30-34,Man,Japan,Software Engineer
40-44,Woman,Mexico,Other
35-39,Man,Mexico,Data Scientist
25-29,Man,India,Data Scientist
22-24,Man,India,DBA/Database Engineer
40-44,Man,Russia,Program/Project Manager
18-21,Man,China,Student
30-34,Man,Kazakhstan,Currently not employed
22-24,Man,Peru,Student
25-29,Woman,Turkey,Software Engineer
25-29,Man,South Korea,Machine Learning Engineer
18-21,Man,Russia,Student
22-24,Man,India,Student
45-49,Man,Greece,Data Analyst
18-21,Man,India,Software Engineer
22-24,Man,China,Student
22-24,Man,China,Data Analyst
18-21,Woman,India,Data Scientist
25-29,Man,South Korea,Student
18-21,Man,United States of America,Student
22-24,Man,Brazil,Data Analyst
25-29,Woman,Japan,Software Engineer
18-21,Man,India,Student
30-34,Woman,Other,Software Engineer
30-34,Man,Austria,Data Scientist
30-34,Man,India,Other
30-34,Woman,South Korea,Product Manager
25-29,Man,Malaysia,Other
22-24,Man,India,Software Engineer
45-49,Man,Italy,Program/Project Manager
22-24,Man,Pakistan,Research Scientist
50-54,Man,Brazil,Other
22-24,Man,Pakistan,Developer Relations/Advocacy
18-21,Man,India,Student
25-29,Man,Taiwan,Student
22-24,Man,India,Other
25-29,Man,Egypt,Data Analyst
60-69,Man,Australia,Other
35-39,Man,Germany,Software Engineer
30-34,Man,Nigeria,Research Scientist
35-39,Woman,Germany,Program/Project Manager
22-24,Man,Canada,Student
25-29,Man,Italy,Student
25-29,Woman,France,Program/Project Manager
40-44,Man,Mexico,Other
35-39,Man,Japan,Student
35-39,Man,United States of America,Other
35-39,Man,Philippines,Other
45-49,Man,Russia,Program/Project Manager
40-44,Man,Japan,Other
35-39,Man,Japan,Other
22-24,Man,Other,Currently not employed
30-34,Man,Viet Nam,Software Engineer
25-29,Man,United States of America,Student
50-54,Man,Spain,Data Scientist
18-21,Man,United Kingdom of Great Britain and Northern Ireland,Software Engineer
30-34,Man,France,Other
18-21,Man,Nepal,Data Engineer
18-21,Man,"Iran, Islamic Republic of...",Currently not employed
55-59,Man,Brazil,Software Engineer
22-24,Man,India,Data Scientist
30-34,Man,United States of America,Other
18-21,Man,India,Student
35-39,Man,Kenya,Business Analyst
25-29,Man,India,Other
60-69,Woman,United Kingdom of Great Britain and Northern Ireland,Data Scientist
18-21,Man,United States of America,Student
30-34,Man,Netherlands,Data Scientist
22-24,Man,Taiwan,Student
25-29,Woman,Romania,Data Engineer
18-21,Man,Netherlands,Student
22-24,Man,India,Data Analyst
18-21,Woman,India,Student
18-21,Man,Nepal,Student
25-29,Man,Uganda,Currently not employed
30-34,Woman,United Kingdom of Great Britain and Northern Ireland,Business Analyst
35-39,Man,Iraq,Data Scientist
35-39,Woman,United States of America,Currently not employed
40-44,Man,Other,Research Scientist
25-29,Man,South Korea,Data Engineer
25-29,Man,India,Machine Learning Engineer
40-44,Woman,Philippines,Research Scientist
25-29,Man,Nigeria,Currently not employed
22-24,Man,India,Machine Learning Engineer
50-54,Man,Saudi Arabia,Machine Learning Engineer
35-39,Man,United States of America,Product Manager
35-39,Man,Brazil,Statistician
18-21,Man,India,Data Engineer
45-49,Man,Spain,Software Engineer
18-21,Man,Russia,Machine Learning Engineer
18-21,Woman,India,Student
30-34,Man,Canada,Research Scientist
60-69,Man,India,Other
18-21,Man,Nigeria,Machine Learning Engineer
30-34,Man,United Arab Emirates,Machine Learning Engineer
22-24,Man,India,Currently not employed
35-39,Man,United States of America,Research Scientist
45-49,Man,Italy,Currently not employed
30-34,Man,India,Software Engineer
40-44,Man,France,Other
40-44,Woman,"Iran, Islamic Republic of...",Product Manager
35-39,Man,India,Currently not employed
18-21,Man,India,Data Scientist
22-24,Man,Pakistan,Student
25-29,Man,Other,Other
30-34,Man,Egypt,Currently not employed
40-44,Man,Pakistan,Data Scientist
22-24,Man,Nigeria,Student
30-34,Man,India,Other
22-24,Man,India,Student
18-21,Man,Nigeria,Student
22-24,Man,India,Business Analyst
18-21,Man,India,Machine Learning Engineer
22-24,Man,United States of America,Currently not employed
55-59,Man,Spain,Machine Learning Engineer
22-24,Man,India,Machine Learning Engineer
25-29,Man,Indonesia,Currently not employed
25-29,Man,Nepal,Machine Learning Engineer
30-34,Man,India,Software Engineer
70+,Man,France,Program/Project Manager
40-44,Man,Argentina,Other
25-29,Man,Nigeria,Other
30-34,Man,Morocco,Research Scientist
25-29,Man,India,Software Engineer
30-34,Man,Other,Other
60-69,Man,Colombia,Data Engineer
18-21,Woman,India,Student
35-39,Man,United States of America,Machine Learning Engineer
18-21,Woman,India,Student
18-21,Man,Morocco,Student
18-21,Woman,India,Student
25-29,Man,Denmark,Software Engineer
18-21,Woman,India,Research Scientist
25-29,Man,Indonesia,Software Engineer
45-49,Man,Taiwan,Software Engineer
18-21,Woman,Viet Nam,Business Analyst
40-44,Man,India,Other
18-21,Man,India,Student
55-59,Man,Russia,Other
18-21,Woman,India,Data Analyst
30-34,Man,Other,Software Engineer
30-34,Woman,Russia,Data Analyst
30-34,Man,Saudi Arabia,Other
45-49,Man,Russia,Software Engineer
40-44,Man,United States of America,Other
25-29,Man,Taiwan,Research Scientist
18-21,Woman,Turkey,Student
25-29,Man,United States of America,Data Scientist
35-39,Woman,India,Other
25-29,Man,Japan,Business Analyst
25-29,Man,India,Currently not employed
50-54,Woman,United States of America,Research Scientist
25-29,Man,Russia,Machine Learning Engineer
35-39,Man,Colombia,DBA/Database Engineer
22-24,Woman,Ukraine,Machine Learning Engineer
40-44,Man,Indonesia,Data Analyst
40-44,Man,Egypt,Developer Relations/Advocacy
18-21,Man,Egypt,Machine Learning Engineer
45-49,Man,United States of America,Other
18-21,Woman,India,Business Analyst
35-39,Man,Japan,Software Engineer
30-34,Woman,South Korea,Research Scientist
22-24,Man,India,Data Analyst
40-44,Woman,India,Data Scientist
45-49,Man,Ireland,Other
25-29,Man,Pakistan,Currently not employed
22-24,Man,India,Data Engineer
25-29,Man,France,Machine Learning Engineer
25-29,Woman,India,Data Analyst
25-29,Woman,India,Data Analyst
30-34,Man,Egypt,Data Analyst
25-29,Woman,Indonesia,Student
40-44,Man,South Korea,Machine Learning Engineer
25-29,Woman,India,DBA/Database Engineer
22-24,Woman,India,Student
25-29,Man,India,Business Analyst
18-21,Man,India,Student
40-44,Woman,India,Currently not employed
25-29,Man,Turkey,Currently not employed
45-49,Man,Spain,Research Scientist
45-49,Man,Portugal,Currently not employed
22-24,Man,Egypt,Student
25-29,Man,Ireland,Software Engineer
18-21,Woman,Indonesia,Student
30-34,Man,China,Data Analyst
22-24,Man,India,Student
25-29,Man,India,Business Analyst
35-39,Woman,Taiwan,Software Engineer
18-21,Man,Other,Student
25-29,Woman,Japan,Research Scientist
22-24,Woman,India,Currently not employed
22-24,Woman,"Iran, Islamic Republic of...",Student
30-34,Man,Israel,Software Engineer
22-24,Man,India,Data Engineer
18-21,Man,India,Software Engineer
25-29,Man,Nigeria,Currently not employed
35-39,Man,Germany,Program/Project Manager
22-24,Man,India,Currently not employed
30-34,Woman,South Korea,Data Analyst
22-24,Man,China,Student
22-24,Man,Canada,Student
35-39,Man,Mexico,Data Engineer
22-24,Woman,India,Software Engineer
22-24,Man,Bangladesh,Software Engineer
18-21,Woman,United States of America,Student
22-24,Woman,India,Student
35-39,Man,Italy,Data Scientist
25-29,Man,Brazil,Student
25-29,Man,Other,Machine Learning Engineer
45-49,Man,Peru,Business Analyst
35-39,Woman,Germany,Other
25-29,Man,Australia,Data Scientist
25-29,Man,India,Software Engineer
35-39,Woman,Saudi Arabia,Currently not employed
30-34,Man,United States of America,Data Scientist
35-39,Man,Israel,Research Scientist
25-29,Man,Brazil,Data Scientist
45-49,Man,United States of America,Currently not employed
18-21,Man,Morocco,Program/Project Manager
22-24,Man,India,Student
18-21,Man,India,Student
25-29,Woman,United Kingdom of Great Britain and Northern Ireland,Business Analyst
25-29,Woman,Nigeria,Product Manager
35-39,Woman,France,Data Scientist
22-24,Woman,Turkey,Statistician
18-21,Man,India,Student
25-29,Woman,Kenya,Currently not employed
40-44,Man,Canada,Student
22-24,Man,India,Student
18-21,Man,India,Student
22-24,Man,Turkey,Data Scientist
22-24,Man,United Kingdom of Great Britain and Northern Ireland,Other
22-24,Man,India,Student
50-54,Man,Portugal,Data Scientist
22-24,Man,Japan,Student
25-29,Man,India,Data Engineer
40-44,Man,Russia,Research Scientist
18-21,Woman,Turkey,Machine Learning Engineer
30-34,Woman,Nigeria,Data Analyst
18-21,Man,China,Student
30-34,Man,United States of America,Currently not employed
35-39,Woman,India,Data Scientist
18-21,Man,Thailand,Student
18-21,Man,India,Student
18-21,Man,Bangladesh,Student
30-34,Woman,India,Other
22-24,Man,Indonesia,Data Engineer
25-29,Man,India,Data Scientist
30-34,Man,Taiwan,Data Analyst
18-21,Man,Argentina,Student
45-49,Woman,United States of America,Student
22-24,Woman,Turkey,Data Analyst
25-29,Man,Brazil,Machine Learning Engineer
22-24,Man,Indonesia,Data Scientist
30-34,Man,Brazil,Data Scientist
70+,Man,United States of America,Data Analyst
22-24,Man,India,Currently not employed
40-44,Man,Germany,Program/Project Manager
25-29,Man,India,Other
60-69,Man,Mexico,DBA/Database Engineer
18-21,Man,India,Data Analyst
30-34,Man,Poland,Program/Project Manager
25-29,Man,India,Student
22-24,Man,Bangladesh,Student
25-29,Man,China,Data Scientist
22-24,Man,India,Data Engineer
40-44,Man,India,Other
25-29,Woman,India,Research Scientist
30-34,Man,United Kingdom of Great Britain and Northern Ireland,Currently not employed
40-44,Man,Nigeria,Software Engineer
18-21,Man,India,Student
22-24,Man,United Kingdom of Great Britain and Northern Ireland,Software Engineer
45-49,Man,Brazil,Other
40-44,Woman,France,Machine Learning Engineer
18-21,Man,India,Currently not employed
22-24,Man,India,Student
18-21,Man,China,Student
35-39,Man,India,Developer Relations/Advocacy
25-29,Man,India,Data Scientist
30-34,Man,United States of America,Data Analyst
30-34,Woman,Netherlands,Data Scientist
18-21,Man,India,Student
25-29,Man,United States of America,Data Scientist
18-21,Man,Japan,Student
22-24,Man,Morocco,Program/Project Manager
25-29,Man,Tunisia,Student
22-24,Man,Russia,Machine Learning Engineer
30-34,Woman,Portugal,Data Analyst
30-34,Man,India,Data Analyst
30-34,Man,Australia,Data Analyst
22-24,Man,Morocco,Student
55-59,Man,Egypt,Business Analyst
35-39,Man,India,Research Scientist
25-29,Woman,Turkey,Data Analyst
60-69,Man,United States of America,Other
55-59,Man,India,Data Engineer
18-21,Man,India,Student
25-29,Man,Egypt,Business Analyst
18-21,Man,India,Student
35-39,Man,India,Machine Learning Engineer
25-29,Man,Philippines,DBA/Database Engineer
18-21,Man,Egypt,Student
30-34,Man,Germany,Data Scientist
25-29,Woman,Germany,Data Analyst
25-29,Man,Japan,Product Manager
22-24,Man,Japan,Research Scientist
50-54,Man,Saudi Arabia,Other
22-24,Man,India,Data Scientist
50-54,Man,Japan,Product Manager
50-54,Man,United States of America,Data Scientist
25-29,Woman,India,Program/Project Manager
30-34,Woman,South Korea,Business Analyst
35-39,Woman,Spain,Currently not employed
22-24,Man,Australia,Data Scientist
30-34,Woman,Other,Research Scientist
45-49,Man,Nigeria,Research Scientist
50-54,Man,United States of America,Student
30-34,Woman,India,Data Analyst
18-21,Man,Ukraine,Machine Learning Engineer
50-54,Man,United States of America,Research Scientist
30-34,Woman,Egypt,Research Scientist
25-29,Man,Netherlands,Currently not employed
25-29,Woman,India,Data Analyst
35-39,Man,South Africa,Developer Relations/Advocacy
35-39,Man,Russia,Product Manager
25-29,Woman,United States of America,Student
25-29,Man,China,Data Analyst
25-29,Man,India,Data Scientist
35-39,Man,India,Data Scientist
40-44,Woman,United States of America,Student
25-29,Man,Taiwan,Currently not employed
30-34,Man,Germany,Data Scientist
18-21,Man,India,Data Analyst
22-24,Man,India,Data Analyst
25-29,Woman,India,Other
22-24,Man,Greece,Machine Learning Engineer
30-34,Man,South Korea,Research Scientist
40-44,Man,South Africa,DBA/Database Engineer
35-39,Woman,Spain,Data Scientist
45-49,Man,Malaysia,Other
22-24,Man,Bangladesh,Currently not employed
50-54,Man,Belgium,Software Engineer
22-24,Man,India,Data Scientist
45-49,Man,United Kingdom of Great Britain and Northern Ireland,Student
22-24,Man,India,Currently not employed
18-21,Man,United States of America,Student
25-29,Man,Hong Kong (S.A.R.),Software Engineer
25-29,Man,India,Program/Project Manager
18-21,Man,China,Student
30-34,Man,Turkey,Data Analyst
60-69,Man,Indonesia,Program/Project Manager
18-21,Man,India,Student
50-54,Man,Taiwan,Software Engineer
22-24,Woman,Other,Software Engineer
35-39,Man,Brazil,Student
25-29,Man,Indonesia,Program/Project Manager
40-44,Woman,France,Student
35-39,Man,India,Data Scientist
25-29,Woman,United States of America,Other
40-44,Man,South Korea,Data Scientist
35-39,Man,Pakistan,Business Analyst
18-21,Man,India,Machine Learning Engineer
45-49,Man,Israel,Software Engineer
18-21,Man,India,Data Scientist
30-34,Man,India,Data Scientist
60-69,Prefer not to say,Netherlands,Data Scientist
30-34,Man,Other,Other
25-29,Woman,India,Currently not employed
50-54,Man,South Korea,Business Analyst
50-54,Man,Spain,Product Manager
22-24,Man,China,Student
40-44,Man,Spain,Data Scientist
25-29,Man,Philippines,Data Analyst
18-21,Man,India,Student
18-21,Woman,India,Student
25-29,Man,Japan,Student
18-21,Woman,India,Data Scientist
35-39,Man,United Kingdom of Great Britain and Northern Ireland,Data Scientist
40-44,Man,India,Other
18-21,Man,India,Student
60-69,Man,United States of America,Business Analyst
18-21,Man,India,Data Scientist
30-34,Woman,India,Business Analyst
25-29,Man,South Korea,Data Scientist
25-29,Woman,Italy,Student
60-69,Nonbinary,Germany,Software Engineer
25-29,Man,Israel,Software Engineer
30-34,Man,Brazil,Research Scientist
60-69,Man,Taiwan,Data Analyst
40-44,Man,Brazil,Student
22-24,Man,India,Student
25-29,Man,Russia,Machine Learning Engineer
35-39,Woman,Australia,Data Analyst
30-34,Man,India,Program/Project Manager
25-29,Man,Australia,Student
25-29,Woman,United States of America,Software Engineer
18-21,Man,India,Student
45-49,Man,Peru,Software Engineer
30-34,Man,Argentina,Statistician
35-39,Man,Hong Kong (S.A.R.),Currently not employed
25-29,Man,India,Software Engineer
30-34,Woman,United States of America,Business Analyst
25-29,Man,India,Software Engineer
30-34,Man,Nigeria,Software Engineer
22-24,Man,Other,Data Scientist
55-59,Man,United States of America,Other
30-34,Man,India,DBA/Database Engineer
22-24,Woman,Tunisia,Data Scientist
55-59,Man,United States of America,Software Engineer
55-59,Man,United States of America,Other
22-24,Man,India,Data Scientist
22-24,Man,Other,Student
35-39,Man,Canada,Student
40-44,Woman,United States of America,Research Scientist
40-44,Man,India,Data Scientist
18-21,Man,India,Student
18-21,Man,Nigeria,Software Engineer
18-21,Man,India,Student
45-49,Man,Poland,Developer Relations/Advocacy
25-29,Man,Germany,Data Scientist
25-29,Woman,Nigeria,Data Analyst
40-44,Man,Germany,Data Analyst
40-44,Man,Malaysia,Statistician
22-24,Woman,Kenya,Software Engineer
50-54,Man,Japan,Other
25-29,Man,India,Data Analyst
30-34,Man,Russia,Other
18-21,Man,Japan,Student
25-29,Man,India,Student
50-54,Woman,South Korea,Product Manager
30-34,Woman,Netherlands,Research Scientist
22-24,Man,Kenya,Student
25-29,Man,Mexico,Other
50-54,Man,Italy,Product Manager
40-44,Man,India,Program/Project Manager
18-21,Man,India,Data Scientist
22-24,Man,Poland,Data Scientist
35-39,Man,Japan,Software Engineer
40-44,Man,Mexico,Machine Learning Engineer
18-21,Man,China,Data Analyst
55-59,Man,Kazakhstan,Currently not employed
18-21,Man,India,Student
35-39,Man,United Arab Emirates,Data Engineer
