,Response Time,Age,Gender,Country,Education,Job Title,Experience,Investment,Compensation,Salary
274,1066,25-29,Man,Kenya,Bachelor’s degree,Software Engineer,5-10 years,"$10,000-$99,999",$0-999,500.0
275,509,22-24,Man,South Korea,Bachelor’s degree,Other,1-3 years,$100-$999,"3,000-3,999",3500.0
276,187,22-24,Man,India,Master’s degree,Currently not employed,3-5 years,,,
277,372,22-24,Man,Bangladesh,Bachelor’s degree,Student,1-3 years,,,
278,356,25-29,Woman,Philippines,Bachelor’s degree,Currently not employed,< 1 years,,,
279,445,22-24,Man,India,Master’s degree,Student,< 1 years,,,
280,841,35-39,Man,Turkey,Master’s degree,Software Engineer,< 1 years,$100-$999,"2,000-2,999",25000.0
281,569,18-21,Woman,India,Master’s degree,Student,< 1 years,,,
282,984,40-44,Man,Canada,Master’s degree,Data Analyst,< 1 years,$1-$99,$0-999,500.0
283,85290,50-54,Man,United States of America,Bachelor’s degree,Software Engineer,20+ years,"$100,000 or more ($USD)","250,000-299,999",275000.0
284,3143,30-34,Man,Nigeria,Master’s degree,Data Analyst,1-3 years,"$1000-$9,999","10,000-14,999",12000.0
285,1159,45-49,Woman,Singapore,Master’s degree,Research Scientist,10-20 years,"$1000-$9,999","125,000-149,999",132000.0
286,5097,22-24,Man,United States of America,Master’s degree,Student,3-5 years,,,
287,501,35-39,Woman,United States of America,Master’s degree,Data Scientist,10-20 years,$1-$99,"150,000-199,999",175000.0
288,622,25-29,Man,India,Master’s degree,Student,3-5 years,,,
289,785,35-39,Man,Russia,Bachelor’s degree,Other,< 1 years,$0 ($USD),"20,000-24,999",23000.0
290,489,22-24,Woman,India,Master’s degree,Research Scientist,I have never written code,$0 ($USD),$0-999,500.0
291,1984,18-21,Woman,Indonesia,Bachelor’s degree,Student,1-3 years,,,
292,1112,22-24,Man,India,Bachelor’s degree,Business Analyst,1-3 years,"$100,000 or more ($USD)","2,000-2,999",25000.0
293,904,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,
294,2403,22-24,Man,China,Doctoral degree,Program/Project Manager,1-3 years,,,
295,29434,45-49,Man,Other,Master’s degree,Business Analyst,< 1 years,"$1000-$9,999","5,000-7,499",65000.0
296,489,30-34,Woman,United States of America,Master’s degree,Data Engineer,I have never written code,$0 ($USD),$0-999,500.0
297,843,50-54,Man,Russia,No formal education past high school,Currently not employed,1-3 years,,,
298,42500,40-44,Man,Mexico,Master’s degree,Business Analyst,20+ years,"$10,000-$99,999","30,000-39,999",35000.0
299,266,50-54,Man,United Kingdom of Great Britain and Northern Ireland,No formal education past high school,Developer Relations/Advocacy,10-20 years,,,
300,1390,30-34,Woman,India,Master’s degree,Research Scientist,3-5 years,$0 ($USD),"7,500-9,999",8500.0
301,887,25-29,Prefer not to say,Germany,Doctoral degree,Research Scientist,3-5 years,"$1000-$9,999","50,000-59,999",55000.0
302,662,22-24,Woman,Nigeria,Master’s degree,Student,1-3 years,,,
303,559,25-29,Man,India,Bachelor’s degree,Software Engineer,1-3 years,"$1000-$9,999","3,000-3,999",3500.0
304,774,25-29,Woman,Nigeria,Bachelor’s degree,Student,< 1 years,,,
305,603,45-49,Man,India,Master’s degree,Statistician,20+ years,"$10,000-$99,999","25,000-29,999",27000.0
306,550,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Machine Learning Engineer,10-20 years,"$10,000-$99,999","70,000-79,999",75000.0
307,3074,30-34,Nonbinary,Kenya,Bachelor’s degree,Machine Learning Engineer,5-10 years,"$1000-$9,999","10,000-14,999",12000.0
308,161,25-29,Woman,Sri Lanka,Master’s degree,Student,I have never written code,,,
309,828,35-39,Woman,Tunisia,Doctoral degree,Data Analyst,3-5 years,$0 ($USD),"7,500-9,999",8500.0
310,994,60-69,Man,Chile,Master’s degree,Other,20+ years,$0 ($USD),$0-999,500.0
311,545,22-24,Man,China,Bachelor’s degree,Data Analyst,1-3 years,"$1000-$9,999","15,000-19,999",17000.0
312,544,18-21,Woman,Bangladesh,Bachelor’s degree,Machine Learning Engineer,< 1 years,$0 ($USD),$0-999,500.0
313,358,60-69,Man,United States of America,Bachelor’s degree,Software Engineer,10-20 years,,,
314,364,25-29,Man,India,Master’s degree,Data Scientist,3-5 years,"$1000-$9,999","25,000-29,999",27000.0
315,771,40-44,Man,Other,Doctoral degree,Student,5-10 years,,,
316,345,35-39,Woman,India,Master’s degree,Currently not employed,5-10 years,,,
317,231,22-24,Woman,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Scientist,1-3 years,,,
318,255,18-21,Man,Indonesia,Some college/university study without earning a bachelor’s degree,Student,1-3 years,,,
319,6005,25-29,Woman,India,Master’s degree,Currently not employed,1-3 years,,,
320,245,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,
321,166328,25-29,Man,India,Master’s degree,Data Engineer,1-3 years,,,
322,1072,40-44,Man,Japan,Master’s degree,Other,10-20 years,$0 ($USD),"100,000-124,999",120000.0
323,1272,35-39,Man,India,Bachelor’s degree,Currently not employed,5-10 years,,,
324,434,40-44,Man,Japan,Bachelor’s degree,Data Scientist,< 1 years,$0 ($USD),"1,000-1,999",1500.0
325,4573,25-29,Man,France,Master’s degree,Data Scientist,1-3 years,,,
326,584,30-34,Woman,United Arab Emirates,Master’s degree,Currently not employed,1-3 years,,,
327,979,35-39,Man,Nigeria,Master’s degree,Software Engineer,1-3 years,$0 ($USD),$0-999,500.0
328,166,22-24,Man,India,Bachelor’s degree,Other,1-3 years,,,
329,673,35-39,Man,Sweden,Doctoral degree,Research Scientist,5-10 years,$0 ($USD),"4,000-4,999",4500.0
330,230,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Currently not employed,< 1 years,,,
331,39789,25-29,Woman,United States of America,Master’s degree,Student,< 1 years,,,
332,3588,40-44,Man,France,Doctoral degree,Data Scientist,10-20 years,$0 ($USD),"40,000-49,999",45000.0
333,784,22-24,Man,Uganda,Bachelor’s degree,Currently not employed,< 1 years,,,
334,642,25-29,Man,India,Bachelor’s degree,Data Scientist,1-3 years,$1-$99,"10,000-14,999",12000.0
335,1028,35-39,Man,South Africa,Master’s degree,Data Scientist,5-10 years,"$10,000-$99,999","3,000-3,999",3500.0
336,1508,45-49,Man,Russia,Master’s degree,Product Manager,3-5 years,$1-$99,$0-999,500.0
337,151,35-39,Man,Spain,Doctoral degree,Research Scientist,5-10 years,,,
338,867,25-29,Man,Sri Lanka,Master’s degree,Data Scientist,5-10 years,"$1000-$9,999",$0-999,500.0
339,451,40-44,Man,Saudi Arabia,Master’s degree,Other,3-5 years,$0 ($USD),"60,000-69,999",65000.0
340,429,25-29,Woman,Italy,Master’s degree,Data Analyst,1-3 years,$0 ($USD),"1,000-1,999",1500.0
341,1135,18-21,Man,Nigeria,Bachelor’s degree,Data Scientist,1-3 years,$0 ($USD),$0-999,500.0
342,799,70+,Man,United States of America,Master’s degree,Currently not employed,20+ years,,,
343,454,50-54,Man,Portugal,Doctoral degree,Research Scientist,10-20 years,$0 ($USD),"25,000-29,999",27000.0
344,424,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,1-3 years,,,
345,1089,30-34,Man,India,Master’s degree,Data Scientist,< 1 years,$100-$999,$0-999,500.0
346,749,55-59,Man,Netherlands,Doctoral degree,Data Scientist,20+ years,"$10,000-$99,999","70,000-79,999",75000.0
347,496,35-39,Man,Brazil,Bachelor’s degree,Data Scientist,5-10 years,"$1000-$9,999","25,000-29,999",27000.0
348,505,18-21,Woman,India,Bachelor’s degree,Student,< 1 years,,,
349,5394,18-21,Man,Ireland,Some college/university study without earning a bachelor’s degree,Currently not employed,3-5 years,,,
350,319,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,
351,639,25-29,Man,India,Master’s degree,Data Scientist,3-5 years,$100-$999,"20,000-24,999",23000.0
352,405,22-24,Man,China,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,3-5 years,$100-$999,$0-999,500.0
353,808,30-34,Man,India,Bachelor’s degree,Software Engineer,5-10 years,$100-$999,"2,000-2,999",25000.0
354,1011,30-34,Man,United States of America,Master’s degree,Data Scientist,5-10 years,"$1000-$9,999","150,000-199,999",175000.0
355,780,30-34,Man,Ghana,Master’s degree,Software Engineer,5-10 years,$100-$999,"5,000-7,499",65000.0
356,642,40-44,Man,India,Master’s degree,Data Engineer,5-10 years,$1-$99,$0-999,500.0
357,623,35-39,Man,India,Doctoral degree,Software Engineer,1-3 years,$1-$99,"3,000-3,999",3500.0
358,450,25-29,Man,India,Bachelor’s degree,Currently not employed,< 1 years,,,
359,951,22-24,Man,Egypt,Master’s degree,Data Scientist,< 1 years,$1-$99,"7,500-9,999",8500.0
360,244,25-29,Woman,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Student,I have never written code,,,
361,365,22-24,Man,Poland,Master’s degree,Business Analyst,< 1 years,$0 ($USD),"1,000-1,999",1500.0
362,589,55-59,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Currently not employed,1-3 years,,,
363,502,35-39,Man,United States of America,Bachelor’s degree,Business Analyst,5-10 years,$0 ($USD),"70,000-79,999",75000.0
364,1276,18-21,Man,Viet Nam,Bachelor’s degree,Student,1-3 years,,,
365,2017,25-29,Woman,Egypt,Bachelor’s degree,Other,< 1 years,,,
366,700561,18-21,Woman,Other,Master’s degree,Student,1-3 years,,,
367,415,25-29,Man,India,Bachelor’s degree,Other,I have never written code,$1-$99,"4,000-4,999",4500.0
368,2355,25-29,Man,Canada,Bachelor’s degree,Other,< 1 years,$0 ($USD),"30,000-39,999",35000.0
369,699,35-39,Man,Kenya,Bachelor’s degree,Currently not employed,< 1 years,,,
370,1724,18-21,Man,India,Bachelor’s degree,DBA/Database Engineer,1-3 years,,,
371,454,25-29,Man,Mexico,Master’s degree,Data Scientist,3-5 years,"$1000-$9,999","25,000-29,999",27000.0
372,997,50-54,Man,South Korea,Master’s degree,Program/Project Manager,20+ years,$0 ($USD),"60,000-69,999",65000.0
373,3411,35-39,Man,Nigeria,Bachelor’s degree,DBA/Database Engineer,5-10 years,"$1000-$9,999","2,000-2,999",25000.0
374,569,45-49,Man,France,Master’s degree,Currently not employed,5-10 years,,,
375,1254,25-29,Woman,India,Bachelor’s degree,Data Analyst,3-5 years,$0 ($USD),"10,000-14,999",12000.0
376,1507,60-69,Man,India,Master’s degree,Software Engineer,10-20 years,"$1000-$9,999","10,000-14,999",12000.0
377,569,25-29,Man,Taiwan,Master’s degree,Currently not employed,1-3 years,,,
378,1020,60-69,Man,India,Bachelor’s degree,Program/Project Manager,5-10 years,$100-$999,"4,000-4,999",4500.0
379,945,22-24,Man,Nigeria,Bachelor’s degree,Data Engineer,1-3 years,"$10,000-$99,999",$0-999,500.0
380,1028,25-29,Man,Malaysia,Doctoral degree,Data Scientist,1-3 years,$1-$99,$0-999,500.0
381,585,22-24,Man,Taiwan,Master’s degree,Student,3-5 years,,,
382,1489,25-29,Woman,Thailand,Bachelor’s degree,Other,I have never written code,$1-$99,$0-999,500.0
383,392,18-21,Woman,Colombia,Some college/university study without earning a bachelor’s degree,Software Engineer,< 1 years,$1-$99,$0-999,500.0
384,3301,35-39,Man,Other,Bachelor’s degree,Student,< 1 years,,,
385,257,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,
386,973,45-49,Man,Japan,Master’s degree,Other,10-20 years,$1-$99,"60,000-69,999",65000.0
387,458,25-29,Woman,Spain,Master’s degree,Software Engineer,1-3 years,,,
388,353,18-21,Prefer not to say,India,Bachelor’s degree,Student,1-3 years,,,
389,987,40-44,Man,Australia,Master’s degree,Data Engineer,10-20 years,$100-$999,"70,000-79,999",75000.0
390,1208,25-29,Man,Germany,Master’s degree,Student,3-5 years,,,
391,482,50-54,Man,Israel,Master’s degree,Product Manager,20+ years,$0 ($USD),"50,000-59,999",55000.0
392,788,25-29,Man,Brazil,Bachelor’s degree,Data Scientist,3-5 years,$0 ($USD),"1,000-1,999",1500.0
393,521,35-39,Man,United States of America,Master’s degree,Data Scientist,10-20 years,"$10,000-$99,999","100,000-124,999",120000.0
394,1114,50-54,Woman,United States of America,Professional doctorate,Data Scientist,1-3 years,"$1000-$9,999","90,000-99,999",95000.0
395,1133,18-21,Man,Indonesia,Master’s degree,Research Scientist,< 1 years,$1-$99,$0-999,500.0
396,856,50-54,Man,Spain,Bachelor’s degree,Data Analyst,1-3 years,"$1000-$9,999","60,000-69,999",65000.0
397,974,50-54,Man,United States of America,Bachelor’s degree,Product Manager,20+ years,"$100,000 or more ($USD)","150,000-199,999",175000.0
398,358,18-21,Man,Singapore,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,,
399,602,35-39,Man,Greece,Doctoral degree,Data Scientist,10-20 years,$0 ($USD),"15,000-19,999",17000.0
400,610,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,
401,1755,40-44,Man,Ukraine,Master’s degree,Software Engineer,20+ years,$1-$99,$0-999,500.0
402,733,22-24,Woman,Brazil,Master’s degree,Data Scientist,1-3 years,$1-$99,"4,000-4,999",4500.0
403,984,35-39,Woman,India,Doctoral degree,Research Scientist,5-10 years,$1-$99,$0-999,500.0
404,1155,25-29,Woman,India,Master’s degree,Data Scientist,1-3 years,,,
405,4082,25-29,Man,Colombia,Bachelor’s degree,Data Analyst,1-3 years,"$10,000-$99,999","5,000-7,499",65000.0
406,918,25-29,Man,Russia,Master’s degree,Data Scientist,1-3 years,"$1000-$9,999","15,000-19,999",17000.0
407,779,18-21,Woman,United States of America,Master’s degree,Other,5-10 years,$1-$99,$0-999,500.0
408,394,40-44,Man,Sweden,Master’s degree,Currently not employed,5-10 years,,,
409,670,30-34,Man,South Korea,Bachelor’s degree,Student,< 1 years,,,
410,2239,55-59,Woman,Turkey,Doctoral degree,Statistician,5-10 years,$0 ($USD),"7,500-9,999",8500.0
411,2377,25-29,Man,Tunisia,Bachelor’s degree,Currently not employed,1-3 years,,,
412,572,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Engineer,< 1 years,"$1000-$9,999","2,000-2,999",25000.0
413,913,22-24,Man,India,Bachelor’s degree,Business Analyst,3-5 years,$0 ($USD),"10,000-14,999",12000.0
414,764,25-29,Man,India,Bachelor’s degree,Data Scientist,< 1 years,$1-$99,$0-999,500.0
415,601,45-49,Woman,United States of America,Professional doctorate,Student,3-5 years,,,
416,663,30-34,Man,Russia,Bachelor’s degree,Software Engineer,5-10 years,$0 ($USD),"20,000-24,999",23000.0
417,659,30-34,Man,Pakistan,Bachelor’s degree,Currently not employed,1-3 years,,,
418,1497,30-34,Man,Argentina,Bachelor’s degree,Student,< 1 years,,,
419,3356,25-29,Man,Russia,Some college/university study without earning a bachelor’s degree,Product Manager,< 1 years,,,
420,838,25-29,Woman,Turkey,Bachelor’s degree,Data Scientist,5-10 years,"$1000-$9,999","10,000-14,999",12000.0
421,270,22-24,Man,India,Bachelor’s degree,Data Scientist,1-3 years,,,
422,943,40-44,Prefer not to say,India,Bachelor’s degree,Software Engineer,10-20 years,$0 ($USD),"7,500-9,999",8500.0
423,1877,35-39,Man,United Arab Emirates,Bachelor’s degree,Data Engineer,< 1 years,,,
424,914,25-29,Man,Other,Master’s degree,Data Scientist,1-3 years,$0 ($USD),$0-999,500.0
425,1441,45-49,Man,Saudi Arabia,Bachelor’s degree,Other,1-3 years,$100-$999,"40,000-49,999",45000.0
426,310,18-21,Woman,India,Some college/university study without earning a bachelor’s degree,Student,1-3 years,,,
427,1003,35-39,Woman,Egypt,Doctoral degree,Research Scientist,1-3 years,$0 ($USD),"4,000-4,999",4500.0
428,481,18-21,Man,Nigeria,Bachelor’s degree,Student,1-3 years,,,
429,639,40-44,Man,Turkey,Master’s degree,Program/Project Manager,5-10 years,"$10,000-$99,999","100,000-124,999",120000.0
430,616,30-34,Woman,United States of America,Bachelor’s degree,Data Analyst,< 1 years,$0 ($USD),"25,000-29,999",27000.0
431,704,30-34,Woman,Italy,Bachelor’s degree,Business Analyst,< 1 years,"$1000-$9,999","1,000-1,999",1500.0
432,899193,18-21,Man,Other,Some college/university study without earning a bachelor’s degree,Software Engineer,1-3 years,$100-$999,$0-999,500.0
433,899,35-39,Man,Mexico,Master’s degree,Statistician,5-10 years,$1-$99,"30,000-39,999",35000.0
434,572,25-29,Man,India,Master’s degree,Data Scientist,1-3 years,"$1000-$9,999","150,000-199,999",175000.0
435,330,22-24,Man,India,Bachelor’s degree,Student,1-3 years,,,
436,1080,30-34,Man,Indonesia,Master’s degree,Data Analyst,5-10 years,$100-$999,"5,000-7,499",65000.0
437,8327,22-24,Man,India,Bachelor’s degree,Software Engineer,3-5 years,,"20,000-24,999",23000.0
438,403,22-24,Man,Spain,Some college/university study without earning a bachelor’s degree,Other,< 1 years,$0 ($USD),$0-999,500.0
439,448,22-24,Man,China,Master’s degree,Student,1-3 years,,,
440,541,22-24,Man,Sri Lanka,Bachelor’s degree,Data Analyst,1-3 years,"$1000-$9,999","1,000-1,999",1500.0
441,883,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,
442,155,18-21,Man,Brazil,Bachelor’s degree,Data Scientist,3-5 years,,,
443,995,18-21,Man,Indonesia,Bachelor’s degree,Machine Learning Engineer,3-5 years,$0 ($USD),$0-999,500.0
444,772,30-34,Man,India,Doctoral degree,Research Scientist,< 1 years,$100-$999,"3,000-3,999",3500.0
445,448,25-29,Man,Indonesia,Doctoral degree,Statistician,1-3 years,$1-$99,$0-999,500.0
446,2046,30-34,Man,United States of America,Bachelor’s degree,Program/Project Manager,10-20 years,"$100,000 or more ($USD)","150,000-199,999",175000.0
447,642,22-24,Man,India,Master’s degree,Software Engineer,< 1 years,"$1000-$9,999","5,000-7,499",65000.0
448,703,35-39,Woman,India,Master’s degree,Software Engineer,10-20 years,$1-$99,"10,000-14,999",12000.0
449,994,22-24,Prefer to self-describe,United States of America,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,,
450,316,18-21,Man,Nigeria,Bachelor’s degree,Currently not employed,1-3 years,,,
451,1004,30-34,Man,Nigeria,Master’s degree,Data Scientist,< 1 years,$0 ($USD),$0-999,500.0
452,1556,40-44,Man,India,Master’s degree,Data Scientist,10-20 years,"$1000-$9,999","3,000-3,999",3500.0
453,447,30-34,Man,United States of America,Bachelor’s degree,Program/Project Manager,1-3 years,$1-$99,"100,000-124,999",120000.0
454,387,25-29,Man,United States of America,Master’s degree,Data Analyst,< 1 years,"$100,000 or more ($USD)","125,000-149,999",132000.0
455,1230,22-24,Man,India,Master’s degree,Currently not employed,1-3 years,,,
456,447,18-21,Man,Japan,Bachelor’s degree,Program/Project Manager,1-3 years,$0 ($USD),$0-999,500.0
