,Response Time,Age,Gender,Country,Education,Job Title,Experience,Investment,Compensation,Salary,Avg. Investment
253,667,55-59,Woman,Brazil,Master’s degree,Business Analyst,1-3 years,$0 ($USD),$0-999,500.0,0
254,170,40-44,Man,United States of America,Master’s degree,Software Engineer,10-20 years,0,0,0.0,0
255,991,30-34,Man,India,Bachelor’s degree,Machine Learning Engineer,3-5 years,$1-$99,"30,000-39,999",35000.0,50
256,1846,22-24,Man,India,Master’s degree,Student,1-3 years,0,0,0.0,0
257,732,25-29,Woman,Pakistan,Master’s degree,Data Analyst,< 1 years,$1-$99,"2,000-2,999",25000.0,50
258,566,60-69,Man,United States of America,Master’s degree,Software Engineer,20+ years,"$100,000 or more ($USD)","100,000-124,999",120000.0,100000
259,1075,50-54,Man,United States of America,Master’s degree,Currently not employed,20+ years,0,0,0.0,0
260,442,35-39,Man,Indonesia,No formal education past high school,Data Scientist,I have never written code,$0 ($USD),$0-999,500.0,0
261,1469,30-34,Man,China,Master’s degree,Machine Learning Engineer,1-3 years,$1-$99,"3,000-3,999",3500.0,50
262,526,30-34,Man,Denmark,Doctoral degree,Data Scientist,10-20 years,"$1000-$9,999","100,000-124,999",120000.0,5000
263,824,25-29,Woman,India,Bachelor’s degree,Data Analyst,< 1 years,"$10,000-$99,999","5,000-7,499",65000.0,50000
264,922,35-39,Man,Australia,Master’s degree,Currently not employed,5-10 years,0,0,0.0,0
265,378,35-39,Woman,Other,Master’s degree,Data Analyst,10-20 years,0,0,0.0,0
266,1945,45-49,Prefer not to say,Brazil,Bachelor’s degree,Research Scientist,10-20 years,"$10,000-$99,999",$0-999,500.0,50000
267,578,18-21,Man,India,Master’s degree,Student,1-3 years,0,0,0.0,0
268,237,22-24,Man,Other,Bachelor’s degree,Currently not employed,5-10 years,0,0,0.0,0
269,756,25-29,Woman,Pakistan,Doctoral degree,Data Analyst,3-5 years,"$1000-$9,999",$0-999,500.0,5000
270,599,25-29,Woman,India,Master’s degree,Data Analyst,1-3 years,$1-$99,$0-999,500.0,50
271,480,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Student,1-3 years,0,0,0.0,0
272,264,25-29,Man,Nigeria,Some college/university study without earning a bachelor’s degree,Currently not employed,< 1 years,0,0,0.0,0
273,4088,45-49,Man,Germany,Master’s degree,Program/Project Manager,10-20 years,"$100,000 or more ($USD)","100,000-124,999",120000.0,100000
274,1066,25-29,Man,Kenya,Bachelor’s degree,Software Engineer,5-10 years,"$10,000-$99,999",$0-999,500.0,50000
275,509,22-24,Man,South Korea,Bachelor’s degree,Other,1-3 years,$100-$999,"3,000-3,999",3500.0,500
276,187,22-24,Man,India,Master’s degree,Currently not employed,3-5 years,0,0,0.0,0
277,372,22-24,Man,Bangladesh,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
278,356,25-29,Woman,Philippines,Bachelor’s degree,Currently not employed,< 1 years,0,0,0.0,0
279,445,22-24,Man,India,Master’s degree,Student,< 1 years,0,0,0.0,0
280,841,35-39,Man,Turkey,Master’s degree,Software Engineer,< 1 years,$100-$999,"2,000-2,999",25000.0,500
281,569,18-21,Woman,India,Master’s degree,Student,< 1 years,0,0,0.0,0
282,984,40-44,Man,Canada,Master’s degree,Data Analyst,< 1 years,$1-$99,$0-999,500.0,50
283,85290,50-54,Man,United States of America,Bachelor’s degree,Software Engineer,20+ years,"$100,000 or more ($USD)","250,000-299,999",275000.0,100000
284,3143,30-34,Man,Nigeria,Master’s degree,Data Analyst,1-3 years,"$1000-$9,999","10,000-14,999",12000.0,5000
285,1159,45-49,Woman,Singapore,Master’s degree,Research Scientist,10-20 years,"$1000-$9,999","125,000-149,999",132000.0,5000
286,5097,22-24,Man,United States of America,Master’s degree,Student,3-5 years,0,0,0.0,0
287,501,35-39,Woman,United States of America,Master’s degree,Data Scientist,10-20 years,$1-$99,"150,000-199,999",175000.0,50
288,622,25-29,Man,India,Master’s degree,Student,3-5 years,0,0,0.0,0
289,785,35-39,Man,Russia,Bachelor’s degree,Other,< 1 years,$0 ($USD),"20,000-24,999",23000.0,0
290,489,22-24,Woman,India,Master’s degree,Research Scientist,I have never written code,$0 ($USD),$0-999,500.0,0
291,1984,18-21,Woman,Indonesia,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
292,1112,22-24,Man,India,Bachelor’s degree,Business Analyst,1-3 years,"$100,000 or more ($USD)","2,000-2,999",25000.0,100000
293,904,18-21,Man,India,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
294,2403,22-24,Man,China,Doctoral degree,Program/Project Manager,1-3 years,0,0,0.0,0
295,29434,45-49,Man,Other,Master’s degree,Business Analyst,< 1 years,"$1000-$9,999","5,000-7,499",65000.0,5000
296,489,30-34,Woman,United States of America,Master’s degree,Data Engineer,I have never written code,$0 ($USD),$0-999,500.0,0
297,843,50-54,Man,Russia,No formal education past high school,Currently not employed,1-3 years,0,0,0.0,0
298,42500,40-44,Man,Mexico,Master’s degree,Business Analyst,20+ years,"$10,000-$99,999","30,000-39,999",35000.0,50000
299,266,50-54,Man,United Kingdom of Great Britain and Northern Ireland,No formal education past high school,Developer Relations/Advocacy,10-20 years,0,0,0.0,0
300,1390,30-34,Woman,India,Master’s degree,Research Scientist,3-5 years,$0 ($USD),"7,500-9,999",8500.0,0
301,887,25-29,Prefer not to say,Germany,Doctoral degree,Research Scientist,3-5 years,"$1000-$9,999","50,000-59,999",55000.0,5000
302,662,22-24,Woman,Nigeria,Master’s degree,Student,1-3 years,0,0,0.0,0
303,559,25-29,Man,India,Bachelor’s degree,Software Engineer,1-3 years,"$1000-$9,999","3,000-3,999",3500.0,5000
304,774,25-29,Woman,Nigeria,Bachelor’s degree,Student,< 1 years,0,0,0.0,0
305,603,45-49,Man,India,Master’s degree,Statistician,20+ years,"$10,000-$99,999","25,000-29,999",27000.0,50000
306,550,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Machine Learning Engineer,10-20 years,"$10,000-$99,999","70,000-79,999",75000.0,50000
307,3074,30-34,Nonbinary,Kenya,Bachelor’s degree,Machine Learning Engineer,5-10 years,"$1000-$9,999","10,000-14,999",12000.0,5000
308,161,25-29,Woman,Sri Lanka,Master’s degree,Student,I have never written code,0,0,0.0,0
309,828,35-39,Woman,Tunisia,Doctoral degree,Data Analyst,3-5 years,$0 ($USD),"7,500-9,999",8500.0,0
310,994,60-69,Man,Chile,Master’s degree,Other,20+ years,$0 ($USD),$0-999,500.0,0
311,545,22-24,Man,China,Bachelor’s degree,Data Analyst,1-3 years,"$1000-$9,999","15,000-19,999",17000.0,5000
312,544,18-21,Woman,Bangladesh,Bachelor’s degree,Machine Learning Engineer,< 1 years,$0 ($USD),$0-999,500.0,0
313,358,60-69,Man,United States of America,Bachelor’s degree,Software Engineer,10-20 years,0,0,0.0,0
314,364,25-29,Man,India,Master’s degree,Data Scientist,3-5 years,"$1000-$9,999","25,000-29,999",27000.0,5000
315,771,40-44,Man,Other,Doctoral degree,Student,5-10 years,0,0,0.0,0
316,345,35-39,Woman,India,Master’s degree,Currently not employed,5-10 years,0,0,0.0,0
317,231,22-24,Woman,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Scientist,1-3 years,0,0,0.0,0
318,255,18-21,Man,Indonesia,Some college/university study without earning a bachelor’s degree,Student,1-3 years,0,0,0.0,0
319,6005,25-29,Woman,India,Master’s degree,Currently not employed,1-3 years,0,0,0.0,0
320,245,18-21,Man,India,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
321,166328,25-29,Man,India,Master’s degree,Data Engineer,1-3 years,0,0,0.0,0
322,1072,40-44,Man,Japan,Master’s degree,Other,10-20 years,$0 ($USD),"100,000-124,999",120000.0,0
323,1272,35-39,Man,India,Bachelor’s degree,Currently not employed,5-10 years,0,0,0.0,0
324,434,40-44,Man,Japan,Bachelor’s degree,Data Scientist,< 1 years,$0 ($USD),"1,000-1,999",1500.0,0
325,4573,25-29,Man,France,Master’s degree,Data Scientist,1-3 years,0,0,0.0,0
326,584,30-34,Woman,United Arab Emirates,Master’s degree,Currently not employed,1-3 years,0,0,0.0,0
327,979,35-39,Man,Nigeria,Master’s degree,Software Engineer,1-3 years,$0 ($USD),$0-999,500.0,0
328,166,22-24,Man,India,Bachelor’s degree,Other,1-3 years,0,0,0.0,0
329,673,35-39,Man,Sweden,Doctoral degree,Research Scientist,5-10 years,$0 ($USD),"4,000-4,999",4500.0,0
330,230,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Currently not employed,< 1 years,0,0,0.0,0
331,39789,25-29,Woman,United States of America,Master’s degree,Student,< 1 years,0,0,0.0,0
332,3588,40-44,Man,France,Doctoral degree,Data Scientist,10-20 years,$0 ($USD),"40,000-49,999",45000.0,0
333,784,22-24,Man,Uganda,Bachelor’s degree,Currently not employed,< 1 years,0,0,0.0,0
334,642,25-29,Man,India,Bachelor’s degree,Data Scientist,1-3 years,$1-$99,"10,000-14,999",12000.0,50
335,1028,35-39,Man,South Africa,Master’s degree,Data Scientist,5-10 years,"$10,000-$99,999","3,000-3,999",3500.0,50000
336,1508,45-49,Man,Russia,Master’s degree,Product Manager,3-5 years,$1-$99,$0-999,500.0,50
337,151,35-39,Man,Spain,Doctoral degree,Research Scientist,5-10 years,0,0,0.0,0
338,867,25-29,Man,Sri Lanka,Master’s degree,Data Scientist,5-10 years,"$1000-$9,999",$0-999,500.0,5000
339,451,40-44,Man,Saudi Arabia,Master’s degree,Other,3-5 years,$0 ($USD),"60,000-69,999",65000.0,0
340,429,25-29,Woman,Italy,Master’s degree,Data Analyst,1-3 years,$0 ($USD),"1,000-1,999",1500.0,0
341,1135,18-21,Man,Nigeria,Bachelor’s degree,Data Scientist,1-3 years,$0 ($USD),$0-999,500.0,0
342,799,70+,Man,United States of America,Master’s degree,Currently not employed,20+ years,0,0,0.0,0
343,454,50-54,Man,Portugal,Doctoral degree,Research Scientist,10-20 years,$0 ($USD),"25,000-29,999",27000.0,0
344,424,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,1-3 years,0,0,0.0,0
345,1089,30-34,Man,India,Master’s degree,Data Scientist,< 1 years,$100-$999,$0-999,500.0,500
346,749,55-59,Man,Netherlands,Doctoral degree,Data Scientist,20+ years,"$10,000-$99,999","70,000-79,999",75000.0,50000
347,496,35-39,Man,Brazil,Bachelor’s degree,Data Scientist,5-10 years,"$1000-$9,999","25,000-29,999",27000.0,5000
348,505,18-21,Woman,India,Bachelor’s degree,Student,< 1 years,0,0,0.0,0
349,5394,18-21,Man,Ireland,Some college/university study without earning a bachelor’s degree,Currently not employed,3-5 years,0,0,0.0,0
350,319,18-21,Man,India,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
351,639,25-29,Man,India,Master’s degree,Data Scientist,3-5 years,$100-$999,"20,000-24,999",23000.0,500
352,405,22-24,Man,China,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,3-5 years,$100-$999,$0-999,500.0,500
353,808,30-34,Man,India,Bachelor’s degree,Software Engineer,5-10 years,$100-$999,"2,000-2,999",25000.0,500
354,1011,30-34,Man,United States of America,Master’s degree,Data Scientist,5-10 years,"$1000-$9,999","150,000-199,999",175000.0,5000
355,780,30-34,Man,Ghana,Master’s degree,Software Engineer,5-10 years,$100-$999,"5,000-7,499",65000.0,500
356,642,40-44,Man,India,Master’s degree,Data Engineer,5-10 years,$1-$99,$0-999,500.0,50
357,623,35-39,Man,India,Doctoral degree,Software Engineer,1-3 years,$1-$99,"3,000-3,999",3500.0,50
358,450,25-29,Man,India,Bachelor’s degree,Currently not employed,< 1 years,0,0,0.0,0
359,951,22-24,Man,Egypt,Master’s degree,Data Scientist,< 1 years,$1-$99,"7,500-9,999",8500.0,50
360,244,25-29,Woman,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Student,I have never written code,0,0,0.0,0
361,365,22-24,Man,Poland,Master’s degree,Business Analyst,< 1 years,$0 ($USD),"1,000-1,999",1500.0,0
362,589,55-59,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Currently not employed,1-3 years,0,0,0.0,0
363,502,35-39,Man,United States of America,Bachelor’s degree,Business Analyst,5-10 years,$0 ($USD),"70,000-79,999",75000.0,0
364,1276,18-21,Man,Viet Nam,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
365,2017,25-29,Woman,Egypt,Bachelor’s degree,Other,< 1 years,0,0,0.0,0
366,700561,18-21,Woman,Other,Master’s degree,Student,1-3 years,0,0,0.0,0
367,415,25-29,Man,India,Bachelor’s degree,Other,I have never written code,$1-$99,"4,000-4,999",4500.0,50
368,2355,25-29,Man,Canada,Bachelor’s degree,Other,< 1 years,$0 ($USD),"30,000-39,999",35000.0,0
369,699,35-39,Man,Kenya,Bachelor’s degree,Currently not employed,< 1 years,0,0,0.0,0
370,1724,18-21,Man,India,Bachelor’s degree,DBA/Database Engineer,1-3 years,0,0,0.0,0
371,454,25-29,Man,Mexico,Master’s degree,Data Scientist,3-5 years,"$1000-$9,999","25,000-29,999",27000.0,5000
372,997,50-54,Man,South Korea,Master’s degree,Program/Project Manager,20+ years,$0 ($USD),"60,000-69,999",65000.0,0
373,3411,35-39,Man,Nigeria,Bachelor’s degree,DBA/Database Engineer,5-10 years,"$1000-$9,999","2,000-2,999",25000.0,5000
374,569,45-49,Man,France,Master’s degree,Currently not employed,5-10 years,0,0,0.0,0
375,1254,25-29,Woman,India,Bachelor’s degree,Data Analyst,3-5 years,$0 ($USD),"10,000-14,999",12000.0,0
376,1507,60-69,Man,India,Master’s degree,Software Engineer,10-20 years,"$1000-$9,999","10,000-14,999",12000.0,5000
377,569,25-29,Man,Taiwan,Master’s degree,Currently not employed,1-3 years,0,0,0.0,0
378,1020,60-69,Man,India,Bachelor’s degree,Program/Project Manager,5-10 years,$100-$999,"4,000-4,999",4500.0,500
379,945,22-24,Man,Nigeria,Bachelor’s degree,Data Engineer,1-3 years,"$10,000-$99,999",$0-999,500.0,50000
380,1028,25-29,Man,Malaysia,Doctoral degree,Data Scientist,1-3 years,$1-$99,$0-999,500.0,50
381,585,22-24,Man,Taiwan,Master’s degree,Student,3-5 years,0,0,0.0,0
382,1489,25-29,Woman,Thailand,Bachelor’s degree,Other,I have never written code,$1-$99,$0-999,500.0,50
383,392,18-21,Woman,Colombia,Some college/university study without earning a bachelor’s degree,Software Engineer,< 1 years,$1-$99,$0-999,500.0,50
384,3301,35-39,Man,Other,Bachelor’s degree,Student,< 1 years,0,0,0.0,0
385,257,18-21,Man,India,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
386,973,45-49,Man,Japan,Master’s degree,Other,10-20 years,$1-$99,"60,000-69,999",65000.0,50
387,458,25-29,Woman,Spain,Master’s degree,Software Engineer,1-3 years,0,0,0.0,0
388,353,18-21,Prefer not to say,India,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
389,987,40-44,Man,Australia,Master’s degree,Data Engineer,10-20 years,$100-$999,"70,000-79,999",75000.0,500
390,1208,25-29,Man,Germany,Master’s degree,Student,3-5 years,0,0,0.0,0
391,482,50-54,Man,Israel,Master’s degree,Product Manager,20+ years,$0 ($USD),"50,000-59,999",55000.0,0
392,788,25-29,Man,Brazil,Bachelor’s degree,Data Scientist,3-5 years,$0 ($USD),"1,000-1,999",1500.0,0
393,521,35-39,Man,United States of America,Master’s degree,Data Scientist,10-20 years,"$10,000-$99,999","100,000-124,999",120000.0,50000
394,1114,50-54,Woman,United States of America,Professional doctorate,Data Scientist,1-3 years,"$1000-$9,999","90,000-99,999",95000.0,5000
395,1133,18-21,Man,Indonesia,Master’s degree,Research Scientist,< 1 years,$1-$99,$0-999,500.0,50
396,856,50-54,Man,Spain,Bachelor’s degree,Data Analyst,1-3 years,"$1000-$9,999","60,000-69,999",65000.0,5000
397,974,50-54,Man,United States of America,Bachelor’s degree,Product Manager,20+ years,"$100,000 or more ($USD)","150,000-199,999",175000.0,100000
398,358,18-21,Man,Singapore,Some college/university study without earning a bachelor’s degree,Student,< 1 years,0,0,0.0,0
399,602,35-39,Man,Greece,Doctoral degree,Data Scientist,10-20 years,$0 ($USD),"15,000-19,999",17000.0,0
400,610,18-21,Man,India,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
401,1755,40-44,Man,Ukraine,Master’s degree,Software Engineer,20+ years,$1-$99,$0-999,500.0,50
402,733,22-24,Woman,Brazil,Master’s degree,Data Scientist,1-3 years,$1-$99,"4,000-4,999",4500.0,50
403,984,35-39,Woman,India,Doctoral degree,Research Scientist,5-10 years,$1-$99,$0-999,500.0,50
404,1155,25-29,Woman,India,Master’s degree,Data Scientist,1-3 years,0,0,0.0,0
405,4082,25-29,Man,Colombia,Bachelor’s degree,Data Analyst,1-3 years,"$10,000-$99,999","5,000-7,499",65000.0,50000
406,918,25-29,Man,Russia,Master’s degree,Data Scientist,1-3 years,"$1000-$9,999","15,000-19,999",17000.0,5000
407,779,18-21,Woman,United States of America,Master’s degree,Other,5-10 years,$1-$99,$0-999,500.0,50
408,394,40-44,Man,Sweden,Master’s degree,Currently not employed,5-10 years,0,0,0.0,0
409,670,30-34,Man,South Korea,Bachelor’s degree,Student,< 1 years,0,0,0.0,0
410,2239,55-59,Woman,Turkey,Doctoral degree,Statistician,5-10 years,$0 ($USD),"7,500-9,999",8500.0,0
411,2377,25-29,Man,Tunisia,Bachelor’s degree,Currently not employed,1-3 years,0,0,0.0,0
412,572,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Engineer,< 1 years,"$1000-$9,999","2,000-2,999",25000.0,5000
413,913,22-24,Man,India,Bachelor’s degree,Business Analyst,3-5 years,$0 ($USD),"10,000-14,999",12000.0,0
414,764,25-29,Man,India,Bachelor’s degree,Data Scientist,< 1 years,$1-$99,$0-999,500.0,50
415,601,45-49,Woman,United States of America,Professional doctorate,Student,3-5 years,0,0,0.0,0
416,663,30-34,Man,Russia,Bachelor’s degree,Software Engineer,5-10 years,$0 ($USD),"20,000-24,999",23000.0,0
417,659,30-34,Man,Pakistan,Bachelor’s degree,Currently not employed,1-3 years,0,0,0.0,0
418,1497,30-34,Man,Argentina,Bachelor’s degree,Student,< 1 years,0,0,0.0,0
419,3356,25-29,Man,Russia,Some college/university study without earning a bachelor’s degree,Product Manager,< 1 years,0,0,0.0,0
420,838,25-29,Woman,Turkey,Bachelor’s degree,Data Scientist,5-10 years,"$1000-$9,999","10,000-14,999",12000.0,5000
421,270,22-24,Man,India,Bachelor’s degree,Data Scientist,1-3 years,0,0,0.0,0
422,943,40-44,Prefer not to say,India,Bachelor’s degree,Software Engineer,10-20 years,$0 ($USD),"7,500-9,999",8500.0,0
423,1877,35-39,Man,United Arab Emirates,Bachelor’s degree,Data Engineer,< 1 years,0,0,0.0,0
424,914,25-29,Man,Other,Master’s degree,Data Scientist,1-3 years,$0 ($USD),$0-999,500.0,0
425,1441,45-49,Man,Saudi Arabia,Bachelor’s degree,Other,1-3 years,$100-$999,"40,000-49,999",45000.0,500
426,310,18-21,Woman,India,Some college/university study without earning a bachelor’s degree,Student,1-3 years,0,0,0.0,0
427,1003,35-39,Woman,Egypt,Doctoral degree,Research Scientist,1-3 years,$0 ($USD),"4,000-4,999",4500.0,0
428,481,18-21,Man,Nigeria,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
429,639,40-44,Man,Turkey,Master’s degree,Program/Project Manager,5-10 years,"$10,000-$99,999","100,000-124,999",120000.0,50000
430,616,30-34,Woman,United States of America,Bachelor’s degree,Data Analyst,< 1 years,$0 ($USD),"25,000-29,999",27000.0,0
431,704,30-34,Woman,Italy,Bachelor’s degree,Business Analyst,< 1 years,"$1000-$9,999","1,000-1,999",1500.0,5000
432,899193,18-21,Man,Other,Some college/university study without earning a bachelor’s degree,Software Engineer,1-3 years,$100-$999,$0-999,500.0,500
433,899,35-39,Man,Mexico,Master’s degree,Statistician,5-10 years,$1-$99,"30,000-39,999",35000.0,50
434,572,25-29,Man,India,Master’s degree,Data Scientist,1-3 years,"$1000-$9,999","150,000-199,999",175000.0,5000
435,330,22-24,Man,India,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
