Response Time,Age,Gender,Country,Education,Job Title
501,22-24,Woman,India,Bachelor’s degree,Student
248332,25-29,Woman,Japan,Master’s degree,Other
948,35-39,Man,South Korea,Bachelor’s degree,Software Engineer
964611,50-54,Woman,United States of America,Doctoral degree,Data Scientist
909,18-21,Man,Bangladesh,Some college/university study without earning a bachelor’s degree,Student
1259,25-29,Man,Nigeria,Master’s degree,Statistician
387,22-24,Man,United States of America,Bachelor’s degree,Student
834,35-39,Prefer not to say,United States of America,Master’s degree,Student
781,35-39,Man,Ghana,Professional doctorate,Program/Project Manager
1721,30-34,Man,United States of America,Bachelor’s degree,Data Scientist
534,45-49,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Engineer
652,40-44,Man,Tunisia,Master’s degree,Student
756,45-49,Man,South Korea,Master’s degree,Currently not employed
390,22-24,Man,India,Bachelor’s degree,Currently not employed
223,18-21,Woman,India,Bachelor’s degree,Student
492,25-29,Man,Uganda,Bachelor’s degree,Currently not employed
680,18-21,Woman,India,Bachelor’s degree,Machine Learning Engineer
1405,35-39,Man,Brazil,Doctoral degree,Other
1073,22-24,Man,Russia,Master’s degree,Machine Learning Engineer
926,55-59,Man,Sweden,Doctoral degree,Program/Project Manager
426,22-24,Man,India,Bachelor’s degree,Other
267,22-24,Man,Indonesia,No formal education past high school,Student
198,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Professional doctorate,Research Scientist
410,18-21,Man,China,Bachelor’s degree,Student
874,25-29,Man,India,Master’s degree,Student
539,30-34,Woman,Italy,Master’s degree,Software Engineer
439,60-69,Man,United States of America,Bachelor’s degree,Other
605,45-49,Man,South Korea,Doctoral degree,Product Manager
599,25-29,Man,United States of America,Doctoral degree,Research Scientist
274,25-29,Man,"Iran, Islamic Republic of...",Master’s degree,Student
444,18-21,Woman,Turkey,Master’s degree,Data Analyst
2696,35-39,Man,Other,Doctoral degree,Program/Project Manager
1283,25-29,Man,Malaysia,Master’s degree,Data Scientist
359,18-21,Woman,India,Bachelor’s degree,Student
503,35-39,Woman,United States of America,Master’s degree,Data Scientist
27716,18-21,Woman,India,Bachelor’s degree,Student
679,22-24,Man,Kenya,Master’s degree,Data Engineer
803,25-29,Man,Taiwan,Master’s degree,Software Engineer
850,50-54,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist
553,45-49,Man,Italy,Doctoral degree,Data Scientist
373,50-54,Man,South Korea,Master’s degree,Machine Learning Engineer
86661,25-29,Man,India,Doctoral degree,Student
569,35-39,Man,China,Bachelor’s degree,Data Analyst
411,18-21,Man,India,Bachelor’s degree,Software Engineer
957,18-21,Man,Kazakhstan,Bachelor’s degree,Student
738,35-39,Man,United States of America,Doctoral degree,Software Engineer
1008,25-29,Man,Mexico,Master’s degree,Statistician
399,18-21,Man,India,Bachelor’s degree,Student
537,55-59,Man,United States of America,Doctoral degree,Data Engineer
152,18-21,Man,India,Bachelor’s degree,Student
667,22-24,Woman,India,Master’s degree,Currently not employed
1464,40-44,Man,United States of America,No formal education past high school,Student
985,40-44,Man,Japan,Bachelor’s degree,Other
726,25-29,Man,Russia,Doctoral degree,Data Scientist
627,22-24,Man,India,Master’s degree,Data Analyst
738,22-24,Man,India,Bachelor’s degree,Software Engineer
1149,60-69,Man,Italy,Bachelor’s degree,Business Analyst
536,25-29,Man,Germany,Master’s degree,Data Scientist
682,18-21,Man,India,Bachelor’s degree,Currently not employed
608,22-24,Man,India,Master’s degree,Program/Project Manager
638,22-24,Man,Nigeria,Master’s degree,Research Scientist
1156,35-39,Man,Other,Doctoral degree,Research Scientist
304,22-24,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst
155,18-21,Man,India,Master’s degree,Data Scientist
233,18-21,Man,India,Bachelor’s degree,Student
205,25-29,Man,India,Master’s degree,Student
390,35-39,Man,United States of America,Doctoral degree,Other
2272,55-59,Man,United States of America,Master’s degree,Currently not employed
532,35-39,Man,United States of America,Master’s degree,Software Engineer
733,18-21,Man,"Iran, Islamic Republic of...",Some college/university study without earning a bachelor’s degree,Student
764,30-34,Man,Tunisia,Master’s degree,Other
554,18-21,Man,Portugal,Bachelor’s degree,Student
674,22-24,Man,Brazil,Bachelor’s degree,Data Scientist
310,22-24,Man,India,Master’s degree,Student
358,18-21,Woman,India,Master’s degree,Student
613,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Student
384,25-29,Woman,India,Bachelor’s degree,Currently not employed
410,35-39,Man,Australia,Professional doctorate,Other
288,22-24,Man,Germany,Bachelor’s degree,Machine Learning Engineer
565,22-24,Woman,"Iran, Islamic Republic of...",Master’s degree,Data Scientist
386,30-34,Man,Italy,Doctoral degree,Software Engineer
664,30-34,Man,Japan,Some college/university study without earning a bachelor’s degree,Business Analyst
1691,35-39,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Software Engineer
446,45-49,Man,Russia,Master’s degree,Other
414,25-29,Man,I do not wish to disclose my location,Doctoral degree,Research Scientist
267,22-24,Man,Pakistan,Bachelor’s degree,Data Analyst
714,18-21,Woman,India,Bachelor’s degree,Student
3316,30-34,Man,Brazil,Bachelor’s degree,Software Engineer
355,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student
666,40-44,Man,Nigeria,Doctoral degree,Research Scientist
1452,18-21,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist
1035,22-24,Man,India,Bachelor’s degree,Student
295,22-24,Man,Italy,Master’s degree,Student
140,22-24,Man,India,Bachelor’s degree,Software Engineer
237,22-24,Man,Other,Some college/university study without earning a bachelor’s degree,Currently not employed
1371,35-39,Man,Other,Bachelor’s degree,Data Analyst
1332,25-29,Man,Egypt,Bachelor’s degree,Data Engineer
525,30-34,Man,Brazil,Master’s degree,Other
654,18-21,Man,India,Bachelor’s degree,Student
208,22-24,Man,Ukraine,Bachelor’s degree,Data Analyst
496,30-34,Man,Canada,Master’s degree,Data Engineer
382,25-29,Man,Malaysia,Master’s degree,Data Scientist
809,22-24,Woman,India,Bachelor’s degree,Data Scientist
572,22-24,Man,Brazil,Bachelor’s degree,Student
991,25-29,Man,Japan,Master’s degree,Machine Learning Engineer
385,25-29,Woman,Germany,Master’s degree,Student
422,22-24,Man,Egypt,Bachelor’s degree,Data Scientist
255,30-34,Man,Indonesia,Bachelor’s degree,Program/Project Manager
535,35-39,Man,Kenya,Bachelor’s degree,Data Analyst
2926,22-24,Man,India,Master’s degree,Business Analyst
1133,50-54,Man,France,Doctoral degree,Currently not employed
237,25-29,Man,Other,Bachelor’s degree,Product Manager
189,60-69,Man,United States of America,Doctoral degree,Other
163,18-21,Man,India,Bachelor’s degree,Student
741,25-29,Man,India,Master’s degree,Currently not employed
611,22-24,Man,Ghana,Bachelor’s degree,Software Engineer
441,22-24,Woman,India,Bachelor’s degree,Currently not employed
813,50-54,Man,United States of America,Master’s degree,Data Scientist
2252,22-24,Man,Kenya,Bachelor’s degree,Student
1846,22-24,Woman,Turkey,Bachelor’s degree,Student
3882,25-29,Man,China,Master’s degree,Student
768,25-29,Man,Kenya,Some college/university study without earning a bachelor’s degree,Currently not employed
17328,30-34,Man,Canada,Master’s degree,Student
472,60-69,Man,Russia,Doctoral degree,Data Scientist
581,25-29,Man,Russia,Master’s degree,Business Analyst
820,40-44,Man,Russia,Master’s degree,Data Engineer
762,35-39,Man,Russia,I prefer not to answer,Research Scientist
1208,30-34,Man,"Iran, Islamic Republic of...",Doctoral degree,Data Analyst
696,25-29,Man,Colombia,Master’s degree,Data Scientist
566,25-29,Man,Other,Master’s degree,Business Analyst
981,18-21,Man,Pakistan,Bachelor’s degree,Student
963,40-44,Man,Tunisia,Some college/university study without earning a bachelor’s degree,Currently not employed
598,40-44,Man,Japan,Professional doctorate,Research Scientist
1483,45-49,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst
23841,50-54,Man,Poland,Master’s degree,Business Analyst
169,18-21,Man,Indonesia,Bachelor’s degree,Student
1771,50-54,Man,Turkey,Bachelor’s degree,Other
631,18-21,Man,India,Bachelor’s degree,Data Scientist
635,22-24,Man,India,Doctoral degree,Statistician
610,22-24,Man,Russia,Master’s degree,Currently not employed
1983595,35-39,Woman,Other,Bachelor’s degree,Data Analyst
245,22-24,Man,India,Bachelor’s degree,Software Engineer
320,22-24,Man,India,Master’s degree,Student
298,22-24,Man,Morocco,Master’s degree,Student
308,30-34,Woman,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist
376,18-21,Woman,China,I prefer not to answer,Data Analyst
1391,25-29,Woman,Nigeria,Bachelor’s degree,Software Engineer
606,25-29,Woman,Nigeria,Bachelor’s degree,Data Scientist
539,22-24,Man,India,Bachelor’s degree,Software Engineer
652,25-29,Man,Argentina,Bachelor’s degree,Currently not employed
199,25-29,Man,South Korea,Bachelor’s degree,Data Analyst
1262,55-59,Man,Australia,Bachelor’s degree,Other
352,22-24,Man,Morocco,Master’s degree,Student
428,30-34,Man,Other,Doctoral degree,Data Analyst
630599,22-24,Woman,Taiwan,Bachelor’s degree,Currently not employed
741,30-34,Man,India,Master’s degree,Data Scientist
424,25-29,Man,Brazil,Bachelor’s degree,Currently not employed
776,25-29,Man,Turkey,Bachelor’s degree,Data Scientist
738,35-39,Woman,United States of America,Master’s degree,Other
355,30-34,Man,Russia,Master’s degree,Data Analyst
21603,22-24,Man,United States of America,Bachelor’s degree,Student
849,35-39,Man,Switzerland,Master’s degree,Other
1134,18-21,Man,Indonesia,Master’s degree,Student
319,25-29,Man,India,Master’s degree,Currently not employed
438,25-29,Man,South Korea,Bachelor’s degree,Currently not employed
547,35-39,Man,China,Master’s degree,Business Analyst
1151,30-34,Woman,Pakistan,Doctoral degree,Software Engineer
887,25-29,Man,Brazil,Master’s degree,Data Scientist
611,30-34,Man,United States of America,Master’s degree,Data Scientist
415,55-59,Man,United States of America,Master’s degree,Other
354,40-44,Woman,United States of America,Bachelor’s degree,Other
395,22-24,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Student
845,35-39,Man,India,Bachelor’s degree,Software Engineer
1455,22-24,Man,Peru,Bachelor’s degree,Data Analyst
440,60-69,Man,Taiwan,Doctoral degree,Research Scientist
797,30-34,Man,Colombia,Bachelor’s degree,Data Scientist
787,25-29,Man,India,Master’s degree,Research Scientist
668,30-34,Man,India,Master’s degree,Data Engineer
4407,35-39,Man,Indonesia,Master’s degree,Other
735,70+,Man,Italy,Some college/university study without earning a bachelor’s degree,Developer Relations/Advocacy
234,18-21,Man,Mexico,Some college/university study without earning a bachelor’s degree,Student
2282,22-24,Woman,Bangladesh,Master’s degree,Student
439,35-39,Woman,United States of America,Doctoral degree,Research Scientist
749,60-69,Man,United States of America,Bachelor’s degree,Program/Project Manager
606,25-29,Man,India,Bachelor’s degree,Currently not employed
659,35-39,Man,"Iran, Islamic Republic of...",Doctoral degree,Data Scientist
397,22-24,Man,United States of America,Bachelor’s degree,Data Analyst
625,22-24,Man,Morocco,Master’s degree,Data Scientist
1436,22-24,Man,India,Bachelor’s degree,Software Engineer
778,30-34,Man,Brazil,Master’s degree,Student
489,22-24,Man,Spain,Master’s degree,Data Scientist
1204,50-54,Man,Other,Master’s degree,Data Scientist
654,40-44,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Business Analyst
315,30-34,Man,Taiwan,Bachelor’s degree,Software Engineer
860,30-34,Man,Pakistan,Doctoral degree,Machine Learning Engineer
8000,45-49,Man,Japan,Bachelor’s degree,Program/Project Manager
757,50-54,Man,Egypt,Bachelor’s degree,Data Analyst
508,30-34,Woman,Belgium,Master’s degree,Student
23282,30-34,Man,Pakistan,Doctoral degree,Machine Learning Engineer
345,45-49,Man,Morocco,Master’s degree,Student
687,25-29,Man,Other,Bachelor’s degree,Student
144,18-21,Man,India,Master’s degree,Student
1134,18-21,Man,Viet Nam,Master’s degree,Business Analyst
2042,25-29,Man,Russia,Master’s degree,Currently not employed
1105,40-44,Prefer not to say,Japan,Doctoral degree,Machine Learning Engineer
413,22-24,Man,Viet Nam,Master’s degree,Student
539,35-39,Man,United States of America,Doctoral degree,Data Scientist
788,25-29,Woman,Pakistan,Master’s degree,Student
539,22-24,Woman,Austria,Master’s degree,Currently not employed
567,30-34,Man,Russia,Master’s degree,Program/Project Manager
949,30-34,Woman,United Arab Emirates,Master’s degree,Business Analyst
490,18-21,Man,India,Bachelor’s degree,Student
113846,18-21,Man,India,Bachelor’s degree,Student
383,22-24,Man,Spain,Bachelor’s degree,Machine Learning Engineer
1215,35-39,Man,Bangladesh,Master’s degree,Software Engineer
454,25-29,Man,India,Master’s degree,Other
675,25-29,Man,India,Master’s degree,Software Engineer
791,30-34,Prefer not to say,India,Master’s degree,Software Engineer
441,18-21,Woman,India,Some college/university study without earning a bachelor’s degree,Student
1836,45-49,Man,Australia,Master’s degree,Program/Project Manager
1024,22-24,Man,Algeria,Professional doctorate,Currently not employed
647,35-39,Man,Other,Bachelor’s degree,Student
152,18-21,Man,India,Bachelor’s degree,Student
324,18-21,Woman,India,Bachelor’s degree,Student
1162,25-29,Woman,Other,Doctoral degree,Research Scientist
967,40-44,Woman,United States of America,Bachelor’s degree,Software Engineer
1010,60-69,Man,United States of America,Master’s degree,Machine Learning Engineer
270,25-29,Man,South Korea,Doctoral degree,Student
2867,50-54,Man,United States of America,Doctoral degree,Data Scientist
2185,22-24,Man,Nigeria,Master’s degree,Student
1386,22-24,Woman,Other,Master’s degree,Data Analyst
632,40-44,Man,Belgium,Bachelor’s degree,Data Analyst
743,50-54,Man,United States of America,Some college/university study without earning a bachelor’s degree,DBA/Database Engineer
671,25-29,Man,Bangladesh,Master’s degree,Student
703,60-69,Man,France,Master’s degree,Data Scientist
1171,40-44,Man,Japan,Master’s degree,Program/Project Manager
574,22-24,Man,Bangladesh,Bachelor’s degree,Student
742,35-39,Man,Germany,Master’s degree,Data Scientist
297,18-21,Woman,India,Master’s degree,Student
410,18-21,Man,Indonesia,Bachelor’s degree,Student
