Response Time,Age,Gender,Country,Education,Job Title,Experience,Investment,Compensation
559,25-29,Man,India,Bachelor’s degree,Software Engineer,1-3 years,"$1000-$9,999","3,000-3,999"
774,25-29,Woman,Nigeria,Bachelor’s degree,Student,< 1 years,,
603,45-49,Man,India,Master’s degree,Statistician,20+ years,"$10,000-$99,999","25,000-29,999"
550,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Machine Learning Engineer,10-20 years,"$10,000-$99,999","70,000-79,999"
3074,30-34,Nonbinary,Kenya,Bachelor’s degree,Machine Learning Engineer,5-10 years,"$1000-$9,999","10,000-14,999"
161,25-29,Woman,Sri Lanka,Master’s degree,Student,I have never written code,,
828,35-39,Woman,Tunisia,Doctoral degree,Data Analyst,3-5 years,$0 ($USD),"7,500-9,999"
994,60-69,Man,Chile,Master’s degree,Other,20+ years,$0 ($USD),$0-999
545,22-24,Man,China,Bachelor’s degree,Data Analyst,1-3 years,"$1000-$9,999","15,000-19,999"
544,18-21,Woman,Bangladesh,Bachelor’s degree,Machine Learning Engineer,< 1 years,$0 ($USD),$0-999
358,60-69,Man,United States of America,Bachelor’s degree,Software Engineer,10-20 years,,
364,25-29,Man,India,Master’s degree,Data Scientist,3-5 years,"$1000-$9,999","25,000-29,999"
771,40-44,Man,Other,Doctoral degree,Student,5-10 years,,
345,35-39,Woman,India,Master’s degree,Currently not employed,5-10 years,,
231,22-24,Woman,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Scientist,1-3 years,,
255,18-21,Man,Indonesia,Some college/university study without earning a bachelor’s degree,Student,1-3 years,,
6005,25-29,Woman,India,Master’s degree,Currently not employed,1-3 years,,
245,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,
166328,25-29,Man,India,Master’s degree,Data Engineer,1-3 years,,
1072,40-44,Man,Japan,Master’s degree,Other,10-20 years,$0 ($USD),"100,000-124,999"
1272,35-39,Man,India,Bachelor’s degree,Currently not employed,5-10 years,,
434,40-44,Man,Japan,Bachelor’s degree,Data Scientist,< 1 years,$0 ($USD),"1,000-1,999"
4573,25-29,Man,France,Master’s degree,Data Scientist,1-3 years,,
584,30-34,Woman,United Arab Emirates,Master’s degree,Currently not employed,1-3 years,,
979,35-39,Man,Nigeria,Master’s degree,Software Engineer,1-3 years,$0 ($USD),$0-999
166,22-24,Man,India,Bachelor’s degree,Other,1-3 years,,
673,35-39,Man,Sweden,Doctoral degree,Research Scientist,5-10 years,$0 ($USD),"4,000-4,999"
230,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Currently not employed,< 1 years,,
39789,25-29,Woman,United States of America,Master’s degree,Student,< 1 years,,
3588,40-44,Man,France,Doctoral degree,Data Scientist,10-20 years,$0 ($USD),"40,000-49,999"
784,22-24,Man,Uganda,Bachelor’s degree,Currently not employed,< 1 years,,
642,25-29,Man,India,Bachelor’s degree,Data Scientist,1-3 years,$1-$99,"10,000-14,999"
1028,35-39,Man,South Africa,Master’s degree,Data Scientist,5-10 years,"$10,000-$99,999","3,000-3,999"
1508,45-49,Man,Russia,Master’s degree,Product Manager,3-5 years,$1-$99,$0-999
151,35-39,Man,Spain,Doctoral degree,Research Scientist,5-10 years,,
867,25-29,Man,Sri Lanka,Master’s degree,Data Scientist,5-10 years,"$1000-$9,999",$0-999
451,40-44,Man,Saudi Arabia,Master’s degree,Other,3-5 years,$0 ($USD),"60,000-69,999"
429,25-29,Woman,Italy,Master’s degree,Data Analyst,1-3 years,$0 ($USD),"1,000-1,999"
1135,18-21,Man,Nigeria,Bachelor’s degree,Data Scientist,1-3 years,$0 ($USD),$0-999
799,70+,Man,United States of America,Master’s degree,Currently not employed,20+ years,,
454,50-54,Man,Portugal,Doctoral degree,Research Scientist,10-20 years,$0 ($USD),"25,000-29,999"
424,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,1-3 years,,
1089,30-34,Man,India,Master’s degree,Data Scientist,< 1 years,$100-$999,$0-999
749,55-59,Man,Netherlands,Doctoral degree,Data Scientist,20+ years,"$10,000-$99,999","70,000-79,999"
496,35-39,Man,Brazil,Bachelor’s degree,Data Scientist,5-10 years,"$1000-$9,999","25,000-29,999"
505,18-21,Woman,India,Bachelor’s degree,Student,< 1 years,,
5394,18-21,Man,Ireland,Some college/university study without earning a bachelor’s degree,Currently not employed,3-5 years,,
319,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,
639,25-29,Man,India,Master’s degree,Data Scientist,3-5 years,$100-$999,"20,000-24,999"
405,22-24,Man,China,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,3-5 years,$100-$999,$0-999
808,30-34,Man,India,Bachelor’s degree,Software Engineer,5-10 years,$100-$999,"2,000-2,999"
1011,30-34,Man,United States of America,Master’s degree,Data Scientist,5-10 years,"$1000-$9,999","150,000-199,999"
780,30-34,Man,Ghana,Master’s degree,Software Engineer,5-10 years,$100-$999,"5,000-7,499"
642,40-44,Man,India,Master’s degree,Data Engineer,5-10 years,$1-$99,$0-999
623,35-39,Man,India,Doctoral degree,Software Engineer,1-3 years,$1-$99,"3,000-3,999"
450,25-29,Man,India,Bachelor’s degree,Currently not employed,< 1 years,,
951,22-24,Man,Egypt,Master’s degree,Data Scientist,< 1 years,$1-$99,"7,500-9,999"
244,25-29,Woman,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Student,I have never written code,,
365,22-24,Man,Poland,Master’s degree,Business Analyst,< 1 years,$0 ($USD),"1,000-1,999"
589,55-59,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Currently not employed,1-3 years,,
502,35-39,Man,United States of America,Bachelor’s degree,Business Analyst,5-10 years,$0 ($USD),"70,000-79,999"
1276,18-21,Man,Viet Nam,Bachelor’s degree,Student,1-3 years,,
2017,25-29,Woman,Egypt,Bachelor’s degree,Other,< 1 years,,
700561,18-21,Woman,Other,Master’s degree,Student,1-3 years,,
415,25-29,Man,India,Bachelor’s degree,Other,I have never written code,$1-$99,"4,000-4,999"
2355,25-29,Man,Canada,Bachelor’s degree,Other,< 1 years,$0 ($USD),"30,000-39,999"
699,35-39,Man,Kenya,Bachelor’s degree,Currently not employed,< 1 years,,
1724,18-21,Man,India,Bachelor’s degree,DBA/Database Engineer,1-3 years,,
454,25-29,Man,Mexico,Master’s degree,Data Scientist,3-5 years,"$1000-$9,999","25,000-29,999"
997,50-54,Man,South Korea,Master’s degree,Program/Project Manager,20+ years,$0 ($USD),"60,000-69,999"
3411,35-39,Man,Nigeria,Bachelor’s degree,DBA/Database Engineer,5-10 years,"$1000-$9,999","2,000-2,999"
569,45-49,Man,France,Master’s degree,Currently not employed,5-10 years,,
1254,25-29,Woman,India,Bachelor’s degree,Data Analyst,3-5 years,$0 ($USD),"10,000-14,999"
1507,60-69,Man,India,Master’s degree,Software Engineer,10-20 years,"$1000-$9,999","10,000-14,999"
569,25-29,Man,Taiwan,Master’s degree,Currently not employed,1-3 years,,
1020,60-69,Man,India,Bachelor’s degree,Program/Project Manager,5-10 years,$100-$999,"4,000-4,999"
945,22-24,Man,Nigeria,Bachelor’s degree,Data Engineer,1-3 years,"$10,000-$99,999",$0-999
1028,25-29,Man,Malaysia,Doctoral degree,Data Scientist,1-3 years,$1-$99,$0-999
585,22-24,Man,Taiwan,Master’s degree,Student,3-5 years,,
1489,25-29,Woman,Thailand,Bachelor’s degree,Other,I have never written code,$1-$99,$0-999
392,18-21,Woman,Colombia,Some college/university study without earning a bachelor’s degree,Software Engineer,< 1 years,$1-$99,$0-999
3301,35-39,Man,Other,Bachelor’s degree,Student,< 1 years,,
257,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,
973,45-49,Man,Japan,Master’s degree,Other,10-20 years,$1-$99,"60,000-69,999"
458,25-29,Woman,Spain,Master’s degree,Software Engineer,1-3 years,,
353,18-21,Prefer not to say,India,Bachelor’s degree,Student,1-3 years,,
987,40-44,Man,Australia,Master’s degree,Data Engineer,10-20 years,$100-$999,"70,000-79,999"
1208,25-29,Man,Germany,Master’s degree,Student,3-5 years,,
482,50-54,Man,Israel,Master’s degree,Product Manager,20+ years,$0 ($USD),"50,000-59,999"
788,25-29,Man,Brazil,Bachelor’s degree,Data Scientist,3-5 years,$0 ($USD),"1,000-1,999"
521,35-39,Man,United States of America,Master’s degree,Data Scientist,10-20 years,"$10,000-$99,999","100,000-124,999"
1114,50-54,Woman,United States of America,Professional doctorate,Data Scientist,1-3 years,"$1000-$9,999","90,000-99,999"
1133,18-21,Man,Indonesia,Master’s degree,Research Scientist,< 1 years,$1-$99,$0-999
856,50-54,Man,Spain,Bachelor’s degree,Data Analyst,1-3 years,"$1000-$9,999","60,000-69,999"
974,50-54,Man,United States of America,Bachelor’s degree,Product Manager,20+ years,"$100,000 or more ($USD)","150,000-199,999"
358,18-21,Man,Singapore,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,
602,35-39,Man,Greece,Doctoral degree,Data Scientist,10-20 years,$0 ($USD),"15,000-19,999"
610,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,
1755,40-44,Man,Ukraine,Master’s degree,Software Engineer,20+ years,$1-$99,$0-999
733,22-24,Woman,Brazil,Master’s degree,Data Scientist,1-3 years,$1-$99,"4,000-4,999"
984,35-39,Woman,India,Doctoral degree,Research Scientist,5-10 years,$1-$99,$0-999
1155,25-29,Woman,India,Master’s degree,Data Scientist,1-3 years,,
4082,25-29,Man,Colombia,Bachelor’s degree,Data Analyst,1-3 years,"$10,000-$99,999","5,000-7,499"
918,25-29,Man,Russia,Master’s degree,Data Scientist,1-3 years,"$1000-$9,999","15,000-19,999"
779,18-21,Woman,United States of America,Master’s degree,Other,5-10 years,$1-$99,$0-999
394,40-44,Man,Sweden,Master’s degree,Currently not employed,5-10 years,,
670,30-34,Man,South Korea,Bachelor’s degree,Student,< 1 years,,
2239,55-59,Woman,Turkey,Doctoral degree,Statistician,5-10 years,$0 ($USD),"7,500-9,999"
2377,25-29,Man,Tunisia,Bachelor’s degree,Currently not employed,1-3 years,,
572,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Engineer,< 1 years,"$1000-$9,999","2,000-2,999"
913,22-24,Man,India,Bachelor’s degree,Business Analyst,3-5 years,$0 ($USD),"10,000-14,999"
764,25-29,Man,India,Bachelor’s degree,Data Scientist,< 1 years,$1-$99,$0-999
601,45-49,Woman,United States of America,Professional doctorate,Student,3-5 years,,
663,30-34,Man,Russia,Bachelor’s degree,Software Engineer,5-10 years,$0 ($USD),"20,000-24,999"
659,30-34,Man,Pakistan,Bachelor’s degree,Currently not employed,1-3 years,,
1497,30-34,Man,Argentina,Bachelor’s degree,Student,< 1 years,,
3356,25-29,Man,Russia,Some college/university study without earning a bachelor’s degree,Product Manager,< 1 years,,
838,25-29,Woman,Turkey,Bachelor’s degree,Data Scientist,5-10 years,"$1000-$9,999","10,000-14,999"
270,22-24,Man,India,Bachelor’s degree,Data Scientist,1-3 years,,
943,40-44,Prefer not to say,India,Bachelor’s degree,Software Engineer,10-20 years,$0 ($USD),"7,500-9,999"
1877,35-39,Man,United Arab Emirates,Bachelor’s degree,Data Engineer,< 1 years,,
914,25-29,Man,Other,Master’s degree,Data Scientist,1-3 years,$0 ($USD),$0-999
1441,45-49,Man,Saudi Arabia,Bachelor’s degree,Other,1-3 years,$100-$999,"40,000-49,999"
310,18-21,Woman,India,Some college/university study without earning a bachelor’s degree,Student,1-3 years,,
1003,35-39,Woman,Egypt,Doctoral degree,Research Scientist,1-3 years,$0 ($USD),"4,000-4,999"
481,18-21,Man,Nigeria,Bachelor’s degree,Student,1-3 years,,
639,40-44,Man,Turkey,Master’s degree,Program/Project Manager,5-10 years,"$10,000-$99,999","100,000-124,999"
616,30-34,Woman,United States of America,Bachelor’s degree,Data Analyst,< 1 years,$0 ($USD),"25,000-29,999"
704,30-34,Woman,Italy,Bachelor’s degree,Business Analyst,< 1 years,"$1000-$9,999","1,000-1,999"
899193,18-21,Man,Other,Some college/university study without earning a bachelor’s degree,Software Engineer,1-3 years,$100-$999,$0-999
899,35-39,Man,Mexico,Master’s degree,Statistician,5-10 years,$1-$99,"30,000-39,999"
572,25-29,Man,India,Master’s degree,Data Scientist,1-3 years,"$1000-$9,999","150,000-199,999"
330,22-24,Man,India,Bachelor’s degree,Student,1-3 years,,
1080,30-34,Man,Indonesia,Master’s degree,Data Analyst,5-10 years,$100-$999,"5,000-7,499"
8327,22-24,Man,India,Bachelor’s degree,Software Engineer,3-5 years,,"20,000-24,999"
403,22-24,Man,Spain,Some college/university study without earning a bachelor’s degree,Other,< 1 years,$0 ($USD),$0-999
448,22-24,Man,China,Master’s degree,Student,1-3 years,,
541,22-24,Man,Sri Lanka,Bachelor’s degree,Data Analyst,1-3 years,"$1000-$9,999","1,000-1,999"
883,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,
155,18-21,Man,Brazil,Bachelor’s degree,Data Scientist,3-5 years,,
995,18-21,Man,Indonesia,Bachelor’s degree,Machine Learning Engineer,3-5 years,$0 ($USD),$0-999
772,30-34,Man,India,Doctoral degree,Research Scientist,< 1 years,$100-$999,"3,000-3,999"
448,25-29,Man,Indonesia,Doctoral degree,Statistician,1-3 years,$1-$99,$0-999
2046,30-34,Man,United States of America,Bachelor’s degree,Program/Project Manager,10-20 years,"$100,000 or more ($USD)","150,000-199,999"
642,22-24,Man,India,Master’s degree,Software Engineer,< 1 years,"$1000-$9,999","5,000-7,499"
703,35-39,Woman,India,Master’s degree,Software Engineer,10-20 years,$1-$99,"10,000-14,999"
994,22-24,Prefer to self-describe,United States of America,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,
316,18-21,Man,Nigeria,Bachelor’s degree,Currently not employed,1-3 years,,
1004,30-34,Man,Nigeria,Master’s degree,Data Scientist,< 1 years,$0 ($USD),$0-999
1556,40-44,Man,India,Master’s degree,Data Scientist,10-20 years,"$1000-$9,999","3,000-3,999"
447,30-34,Man,United States of America,Bachelor’s degree,Program/Project Manager,1-3 years,$1-$99,"100,000-124,999"
387,25-29,Man,United States of America,Master’s degree,Data Analyst,< 1 years,"$100,000 or more ($USD)","125,000-149,999"
1230,22-24,Man,India,Master’s degree,Currently not employed,1-3 years,,
447,18-21,Man,Japan,Bachelor’s degree,Program/Project Manager,1-3 years,$0 ($USD),$0-999
644,35-39,Man,United States of America,Master’s degree,Data Analyst,10-20 years,"$10,000-$99,999","125,000-149,999"
689,22-24,Man,India,Bachelor’s degree,Data Scientist,1-3 years,$0 ($USD),"10,000-14,999"
628,30-34,Man,Other,Professional doctorate,Research Scientist,5-10 years,$0 ($USD),$0-999
439,22-24,Man,China,Master’s degree,Student,3-5 years,,
605,30-34,Woman,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Analyst,< 1 years,$100-$999,"20,000-24,999"
208,18-21,Man,China,Master’s degree,Business Analyst,5-10 years,$0 ($USD),$0-999
820,30-34,Man,India,Bachelor’s degree,Software Engineer,5-10 years,$100-$999,"15,000-19,999"
224,40-44,Man,Turkey,I prefer not to answer,Student,1-3 years,,
319,25-29,Man,Pakistan,Master’s degree,Student,< 1 years,,
1549,50-54,Man,Japan,I prefer not to answer,Other,< 1 years,$100-$999,"70,000-79,999"
658,25-29,Woman,India,Master’s degree,Data Analyst,< 1 years,$1-$99,"1,000-1,999"
395,25-29,Man,Austria,Master’s degree,Data Scientist,5-10 years,$100-$999,"90,000-99,999"
1459,25-29,Man,Nepal,Master’s degree,Software Engineer,1-3 years,$0 ($USD),"1,000-1,999"
1374,18-21,Man,Peru,Master’s degree,Student,1-3 years,,
11771,30-34,Man,Viet Nam,Bachelor’s degree,Software Engineer,5-10 years,,
774,45-49,Man,India,Professional doctorate,Data Scientist,10-20 years,"$1000-$9,999","25,000-29,999"
584,35-39,Man,Turkey,Master’s degree,Other,1-3 years,$1-$99,"25,000-29,999"
22868,30-34,Man,United States of America,Doctoral degree,Student,5-10 years,,
323,45-49,Man,India,Doctoral degree,Other,I have never written code,$0 ($USD),$0-999
414,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,3-5 years,,
1927,22-24,Woman,India,Bachelor’s degree,Data Analyst,I have never written code,$1-$99,"3,000-3,999"
293,35-39,Man,India,Bachelor’s degree,Currently not employed,5-10 years,,
501,22-24,Woman,India,Bachelor’s degree,Student,< 1 years,,
248332,25-29,Woman,Japan,Master’s degree,Other,3-5 years,$0 ($USD),$0-999
948,35-39,Man,South Korea,Bachelor’s degree,Software Engineer,10-20 years,$0 ($USD),"50,000-59,999"
964611,50-54,Woman,United States of America,Doctoral degree,Data Scientist,10-20 years,$100-$999,"70,000-79,999"
909,18-21,Man,Bangladesh,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,
1259,25-29,Man,Nigeria,Master’s degree,Statistician,< 1 years,"$1000-$9,999","5,000-7,499"
387,22-24,Man,United States of America,Bachelor’s degree,Student,< 1 years,,
834,35-39,Prefer not to say,United States of America,Master’s degree,Student,5-10 years,,
781,35-39,Man,Ghana,Professional doctorate,Program/Project Manager,< 1 years,$0 ($USD),$0-999
1721,30-34,Man,United States of America,Bachelor’s degree,Data Scientist,5-10 years,"$100,000 or more ($USD)","125,000-149,999"
534,45-49,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Engineer,3-5 years,"$100,000 or more ($USD)","100,000-124,999"
652,40-44,Man,Tunisia,Master’s degree,Student,< 1 years,,
756,45-49,Man,South Korea,Master’s degree,Currently not employed,< 1 years,,
390,22-24,Man,India,Bachelor’s degree,Currently not employed,< 1 years,,
223,18-21,Woman,India,Bachelor’s degree,Student,< 1 years,,
492,25-29,Man,Uganda,Bachelor’s degree,Currently not employed,< 1 years,,
680,18-21,Woman,India,Bachelor’s degree,Machine Learning Engineer,1-3 years,$1-$99,$0-999
1405,35-39,Man,Brazil,Doctoral degree,Other,< 1 years,$100-$999,"2,000-2,999"
1073,22-24,Man,Russia,Master’s degree,Machine Learning Engineer,1-3 years,$0 ($USD),"3,000-3,999"
926,55-59,Man,Sweden,Doctoral degree,Program/Project Manager,20+ years,$0 ($USD),"70,000-79,999"
426,22-24,Man,India,Bachelor’s degree,Other,1-3 years,$0 ($USD),"5,000-7,499"
267,22-24,Man,Indonesia,No formal education past high school,Student,< 1 years,,
198,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Professional doctorate,Research Scientist,3-5 years,,
